"","proNotch","antiNotch"
"18184","EGR2","CSF1R"
"18185","TNFRSF18","CSF1R"
"18186","LCK","CSF1R"
"18187","GZMB","CSF1R"
"18188","BCL2A1","CSF1R"
"18189","CCR7","CSF1R"
"18190","CD83","CSF1R"
"18191","CCL5","CSF1R"
"18192","TRAF1","CSF1R"
"18193","IL12B","CSF1R"
"18194","CX3CL1","CSF1R"
"18195","RELB","CSF1R"
"18196","EGR1","CSF1R"
"18197","CARD11","CSF1R"
"18198","NFKB2","CSF1R"
"18199","ICAM1","CSF1R"
"18200","IRF7","CSF1R"
"18201","JUNB","CSF1R"
"18202","IL10RA","CSF1R"
"18203","CD86","CSF1R"
"18204","BIRC2","CSF1R"
"18205","BIRC3","CSF1R"
"18206","CD80","CSF1R"
"18207","ZAP70","CSF1R"
"18208","DDR1","CSF1R"
"18209","CD7","CSF1R"
"18210","CD3G","CSF1R"
"18211","TOX","CSF1R"
"18212","GZMA","CSF1R"
"18213","DTX1","CSF1R"
"18214","LAT","CSF1R"
"18215","RAG1","CSF1R"
"18216","PTCRA","CSF1R"
"18217","CD2","CSF1R"
"18218","NFATC1","CSF1R"
"18219","NOTCH3","CSF1R"
"18220","CD74","CSF1R"
"18221","THY1","CSF1R"
"18222","CTLA4","CSF1R"
"18223","MAMLD1","CSF1R"
"18224","CREBBP","CSF1R"
"18225","E2F1","CSF1R"
"18226","E2F3","CSF1R"
"18227","EIF2C3","CSF1R"
"18228","EIF2C4","CSF1R"
"18229","EP300","CSF1R"
"18230","SNW1","CSF1R"
"18231","TNRC6B","CSF1R"
"18232","KAT2A","CSF1R"
"18233","EIF2C1","CSF1R"
"18234","EIF2C2","CSF1R"
"18235","TNRC6A","CSF1R"
"18236","RBPJ","CSF1R"
"18237","JUN","CSF1R"
"18238","MOV10","CSF1R"
"18239","LOC441488","CSF1R"
"18240","NOTCH2","CSF1R"
"18241","NOTCH4","CSF1R"
"18242","MAML3","CSF1R"
"18243","TNRC6C","CSF1R"
"18244","CCND1","CSF1R"
"18245","TFDP1","CSF1R"
"18246","LOC728030","CSF1R"
"18247","MAML2","CSF1R"
"18248","KAT2B","CSF1R"
"18249","MAML1","CSF1R"
"18250","ADAM10","CSF1R"
"18251","DTX2","CSF1R"
"18252","MIB2","CSF1R"
"18253","JAG1","CSF1R"
"18254","DTX4","CSF1R"
"18255","NCSTN","CSF1R"
"18256","DLL1","CSF1R"
"18257","JAG2","CSF1R"
"18258","ARRB1","CSF1R"
"18259","ARRB2","CSF1R"
"18260","APH1A","CSF1R"
"18261","PSENEN","CSF1R"
"18262","PSEN1","CSF1R"
"18263","PSEN2","CSF1R"
"18264","MIB1","CSF1R"
"18265","RPS27A","CSF1R"
"18266","ADAM17","CSF1R"
"18267","RPS27AP11","CSF1R"
"18268","UBA52","CSF1R"
"18269","APH1B","CSF1R"
"18270","DNER","CSF1R"
"18271","ST3GAL6","CSF1R"
"18272","TMED2","CSF1R"
"18273","POFUT1","CSF1R"
"18274","B4GALT1","CSF1R"
"18275","MFNG","CSF1R"
"18276","ATP2A1","CSF1R"
"18277","ATP2A2","CSF1R"
"18278","ATP2A3","CSF1R"
"18279","FURIN","CSF1R"
"18280","POGLUT1","CSF1R"
"18281","RAB6A","CSF1R"
"18282","SEL1L","CSF1R"
"18283","ST3GAL3","CSF1R"
"18284","HDAC6","CSF1R"
"18285","HDAC5","CSF1R"
"18286","CDK8","CSF1R"
"18287","HEYL","CSF1R"
"18288","HDAC2","CSF1R"
"18289","HIF1A","CSF1R"
"18290","HES1","CSF1R"
"18291","HES5","CSF1R"
"18292","HDAC7","CSF1R"
"18293","HDAC8","CSF1R"
"18294","SKP1","CSF1R"
"18295","TBL1X","CSF1R"
"18296","TLE1","CSF1R"
"18297","TLE2","CSF1R"
"18298","TLE3","CSF1R"
"18299","TLE4","CSF1R"
"18300","TBL1XR1","CSF1R"
"18301","HDAC11","CSF1R"
"18302","HDAC10","CSF1R"
"18303","CUL1","CSF1R"
"18304","HDAC3","CSF1R"
"18305","CCNC","CSF1R"
"18306","NCOR1","CSF1R"
"18307","NCOR2","CSF1R"
"18308","HDAC9","CSF1R"
"18309","HDAC4","CSF1R"
"18310","RBX1","CSF1R"
"18311","STAT3","CSF1R"
"18312","NOD2","CSF1R"
"18313","ITGB1BP1","CSF1R"
"18314","TSPAN15","CSF1R"
"18315","TSPAN17","CSF1R"
"18316","GSX2","CSF1R"
"18317","NOV","CSF1R"
"18318","TSPAN14","CSF1R"
"18319","PDCD10","CSF1R"
"18320","KIT","CSF1R"
"18321","TSPAN10","CSF1R"
"18322","TSPAN33","CSF1R"
"18323","WNT1","CSF1R"
"18324","SLC35C2","CSF1R"
"18325","TSPAN5","CSF1R"
"18326","C3orf17","CSF1R"
"18327","ASCL1","CSF1R"
"18328","AAK1","CSF1R"
"18329","NOTCH1","CSF1R"
"18330","EYA1","CSF1R"
"18331","ERH","CSF1R"
"18332","FGF10","CSF1R"
"18333","MESP1","CSF1R"
"18334","HDAC1","CMA1"
"18335","PHB2","CMA1"
"18336","TAGLN","CMA1"
"18337","ITGAV","CMA1"
"18338","SLC3A1","CMA1"
"18339","CANX","CMA1"
"18340","FLOT1","CMA1"
"18341","NQO1","CMA1"
"18342","PCF11","CMA1"
"18343","F2R","CMA1"
"18344","LAMB2","CMA1"
"18345","CD4","CMA1"
"18346","SLC4A3","CMA1"
"18347","S100A13","CMA1"
"18348","CNTN1","CMA1"
"18349","TCAP","CMA1"
"18350","STAT5A","CMA1"
"18351","ARL6IP5","CMA1"
"18352","ANXA6","CMA1"
"18353","ABCC8","CMA1"
"18354","SLC12A3","CMA1"
"18355","COL18A1","CMA1"
"18356","HMGCR","CMA1"
"18357","SFPQ","CMA1"
"18358","SEC62","CMA1"
"18359","BRCA1","CMA1"
"18360","PSMD10","CMA1"
"18361","PTHLH","CMA1"
"18362","RBP1","CMA1"
"18363","P2RY10","CMA1"
"18364","CD69","CMA1"
"18365","TARP","CMA1"
"18366","CD3D","CMA1"
"18367","RAG2","CMA1"
"18368","RRAS2","CMA1"
"18369","ID2","CMA1"
"18370","CD28","CMA1"
"18371","GATA3","CMA1"
"18372","TRAT1","CMA1"
"18373","EGR2","CMA1"
"18374","TNFRSF18","CMA1"
"18375","LCK","CMA1"
"18376","GZMB","CMA1"
"18377","BCL2A1","CMA1"
"18378","CCR7","CMA1"
"18379","CD83","CMA1"
"18380","CCL5","CMA1"
"18381","TRAF1","CMA1"
"18382","IL12B","CMA1"
"18383","CX3CL1","CMA1"
"18384","RELB","CMA1"
"18385","EGR1","CMA1"
"18386","CARD11","CMA1"
"18387","NFKB2","CMA1"
"18388","ICAM1","CMA1"
"18389","IRF7","CMA1"
"18390","JUNB","CMA1"
"18391","IL10RA","CMA1"
"18392","CD86","CMA1"
"18393","BIRC2","CMA1"
"18394","BIRC3","CMA1"
"18395","CD80","CMA1"
"18396","ZAP70","CMA1"
"18397","DDR1","CMA1"
"18398","CD7","CMA1"
"18399","CD3G","CMA1"
"18400","TOX","CMA1"
"18401","GZMA","CMA1"
"18402","DTX1","CMA1"
"18403","LAT","CMA1"
"18404","RAG1","CMA1"
"18405","PTCRA","CMA1"
"18406","CD2","CMA1"
"18407","NFATC1","CMA1"
"18408","NOTCH3","CMA1"
"18409","CD74","CMA1"
"18410","THY1","CMA1"
"18411","CTLA4","CMA1"
"18412","MAMLD1","CMA1"
"18413","CREBBP","CMA1"
"18414","E2F1","CMA1"
"18415","E2F3","CMA1"
"18416","EIF2C3","CMA1"
"18417","EIF2C4","CMA1"
"18418","EP300","CMA1"
"18419","SNW1","CMA1"
"18420","TNRC6B","CMA1"
"18421","KAT2A","CMA1"
"18422","EIF2C1","CMA1"
"18423","EIF2C2","CMA1"
"18424","TNRC6A","CMA1"
"18425","RBPJ","CMA1"
"18426","JUN","CMA1"
"18427","MOV10","CMA1"
"18428","LOC441488","CMA1"
"18429","NOTCH2","CMA1"
"18430","NOTCH4","CMA1"
"18431","MAML3","CMA1"
"18432","TNRC6C","CMA1"
"18433","CCND1","CMA1"
"18434","TFDP1","CMA1"
"18435","LOC728030","CMA1"
"18436","MAML2","CMA1"
"18437","KAT2B","CMA1"
"18438","MAML1","CMA1"
"18439","ADAM10","CMA1"
"18440","DTX2","CMA1"
"18441","MIB2","CMA1"
"18442","JAG1","CMA1"
"18443","DTX4","CMA1"
"18444","NCSTN","CMA1"
"18445","DLL1","CMA1"
"18446","JAG2","CMA1"
"18447","ARRB1","CMA1"
"18448","ARRB2","CMA1"
"18449","APH1A","CMA1"
"18450","PSENEN","CMA1"
"18451","PSEN1","CMA1"
"18452","PSEN2","CMA1"
"18453","MIB1","CMA1"
"18454","RPS27A","CMA1"
"18455","ADAM17","CMA1"
"18456","RPS27AP11","CMA1"
"18457","UBA52","CMA1"
"18458","APH1B","CMA1"
"18459","DNER","CMA1"
"18460","ST3GAL6","CMA1"
"18461","TMED2","CMA1"
"18462","POFUT1","CMA1"
"18463","B4GALT1","CMA1"
"18464","MFNG","CMA1"
"18465","ATP2A1","CMA1"
"18466","ATP2A2","CMA1"
"18467","ATP2A3","CMA1"
"18468","FURIN","CMA1"
"18469","POGLUT1","CMA1"
"18470","RAB6A","CMA1"
"18471","SEL1L","CMA1"
"18472","ST3GAL3","CMA1"
"18473","HDAC6","CMA1"
"18474","HDAC5","CMA1"
"18475","CDK8","CMA1"
"18476","HEYL","CMA1"
"18477","HDAC2","CMA1"
"18478","HIF1A","CMA1"
"18479","HES1","CMA1"
"18480","HES5","CMA1"
"18481","HDAC7","CMA1"
"18482","HDAC8","CMA1"
"18483","SKP1","CMA1"
"18484","TBL1X","CMA1"
"18485","TLE1","CMA1"
"18486","TLE2","CMA1"
"18487","TLE3","CMA1"
"18488","TLE4","CMA1"
"18489","TBL1XR1","CMA1"
"18490","HDAC11","CMA1"
"18491","HDAC10","CMA1"
"18492","CUL1","CMA1"
"18493","HDAC3","CMA1"
"18494","CCNC","CMA1"
"18495","NCOR1","CMA1"
"18496","NCOR2","CMA1"
"18497","HDAC9","CMA1"
"18498","HDAC4","CMA1"
"18499","RBX1","CMA1"
"18500","STAT3","CMA1"
"18501","NOD2","CMA1"
"18502","ITGB1BP1","CMA1"
"18503","TSPAN15","CMA1"
"18504","TSPAN17","CMA1"
"18505","GSX2","CMA1"
"18506","NOV","CMA1"
"18507","TSPAN14","CMA1"
"18508","PDCD10","CMA1"
"18509","KIT","CMA1"
"18510","TSPAN10","CMA1"
"18511","TSPAN33","CMA1"
"18512","WNT1","CMA1"
"18513","SLC35C2","CMA1"
"18514","TSPAN5","CMA1"
"18515","C3orf17","CMA1"
"18516","ASCL1","CMA1"
"18517","AAK1","CMA1"
"18518","NOTCH1","CMA1"
"18519","EYA1","CMA1"
"18520","ERH","CMA1"
"18521","FGF10","CMA1"
"18522","MESP1","CMA1"
"18523","HDAC1","TREM2"
"18524","PHB2","TREM2"
"18525","TAGLN","TREM2"
"18526","ITGAV","TREM2"
"18527","SLC3A1","TREM2"
"18528","CANX","TREM2"
"18529","FLOT1","TREM2"
"18530","NQO1","TREM2"
"18531","PCF11","TREM2"
"18532","F2R","TREM2"
"18533","LAMB2","TREM2"
"18534","CD4","TREM2"
"18535","SLC4A3","TREM2"
"18536","S100A13","TREM2"
"18537","CNTN1","TREM2"
"18538","TCAP","TREM2"
"18539","STAT5A","TREM2"
"18540","ARL6IP5","TREM2"
"18541","ANXA6","TREM2"
"18542","ABCC8","TREM2"
"18543","SLC12A3","TREM2"
"18544","COL18A1","TREM2"
"18545","HMGCR","TREM2"
"18546","SFPQ","TREM2"
"18547","SEC62","TREM2"
"18548","BRCA1","TREM2"
"18549","PSMD10","TREM2"
"18550","PTHLH","TREM2"
"18551","RBP1","TREM2"
"18552","P2RY10","TREM2"
"18553","CD69","TREM2"
"18554","TARP","TREM2"
"18555","CD3D","TREM2"
"18556","RAG2","TREM2"
"18557","RRAS2","TREM2"
"18558","ID2","TREM2"
"18559","CD28","TREM2"
"18560","GATA3","TREM2"
"18561","TRAT1","TREM2"
"18562","EGR2","TREM2"
"18563","TNFRSF18","TREM2"
"18564","LCK","TREM2"
"18565","GZMB","TREM2"
"18566","BCL2A1","TREM2"
"18567","CCR7","TREM2"
"18568","CD83","TREM2"
"18569","CCL5","TREM2"
"18570","TRAF1","TREM2"
"18571","IL12B","TREM2"
"18572","CX3CL1","TREM2"
"18573","RELB","TREM2"
"18574","EGR1","TREM2"
"18575","CARD11","TREM2"
"18576","NFKB2","TREM2"
"18577","ICAM1","TREM2"
"18578","IRF7","TREM2"
"18579","JUNB","TREM2"
"18580","IL10RA","TREM2"
"18581","CD86","TREM2"
"18582","BIRC2","TREM2"
"18583","BIRC3","TREM2"
"18584","CD80","TREM2"
"18585","ZAP70","TREM2"
"18586","DDR1","TREM2"
"18587","CD7","TREM2"
"18588","CD3G","TREM2"
"18589","TOX","TREM2"
"18590","GZMA","TREM2"
"18591","DTX1","TREM2"
"18592","LAT","TREM2"
"18593","RAG1","TREM2"
"18594","PTCRA","TREM2"
"18595","CD2","TREM2"
"18596","NFATC1","TREM2"
"18597","NOTCH3","TREM2"
"18598","CD74","TREM2"
"18599","THY1","TREM2"
"18600","CTLA4","TREM2"
"18601","MAMLD1","TREM2"
"18602","CREBBP","TREM2"
"18603","E2F1","TREM2"
"18604","E2F3","TREM2"
"18605","EIF2C3","TREM2"
"18606","EIF2C4","TREM2"
"18607","EP300","TREM2"
"18608","SNW1","TREM2"
"18609","TNRC6B","TREM2"
"18610","KAT2A","TREM2"
"18611","EIF2C1","TREM2"
"18612","EIF2C2","TREM2"
"18613","TNRC6A","TREM2"
"18614","RBPJ","TREM2"
"18615","JUN","TREM2"
"18616","MOV10","TREM2"
"18617","LOC441488","TREM2"
"18618","NOTCH2","TREM2"
"18619","NOTCH4","TREM2"
"18620","MAML3","TREM2"
"18621","TNRC6C","TREM2"
"18622","CCND1","TREM2"
"18623","TFDP1","TREM2"
"18624","LOC728030","TREM2"
"18625","MAML2","TREM2"
"18626","KAT2B","TREM2"
"18627","MAML1","TREM2"
"18628","ADAM10","TREM2"
"18629","DTX2","TREM2"
"18630","MIB2","TREM2"
"18631","JAG1","TREM2"
"18632","DTX4","TREM2"
"18633","NCSTN","TREM2"
"18634","DLL1","TREM2"
"18635","JAG2","TREM2"
"18636","ARRB1","TREM2"
"18637","ARRB2","TREM2"
"18638","APH1A","TREM2"
"18639","PSENEN","TREM2"
"18640","PSEN1","TREM2"
"18641","PSEN2","TREM2"
"18642","MIB1","TREM2"
"18643","RPS27A","TREM2"
"18644","ADAM17","TREM2"
"18645","RPS27AP11","TREM2"
"18646","UBA52","TREM2"
"18647","APH1B","TREM2"
"18648","DNER","TREM2"
"18649","ST3GAL6","TREM2"
"18650","TMED2","TREM2"
"18651","POFUT1","TREM2"
"18652","B4GALT1","TREM2"
"18653","MFNG","TREM2"
"18654","ATP2A1","TREM2"
"18655","ATP2A2","TREM2"
"18656","ATP2A3","TREM2"
"18657","FURIN","TREM2"
"18658","POGLUT1","TREM2"
"18659","RAB6A","TREM2"
"18660","SEL1L","TREM2"
"18661","ST3GAL3","TREM2"
"18662","HDAC6","TREM2"
"18663","HDAC5","TREM2"
"18664","CDK8","TREM2"
"18665","HEYL","TREM2"
"18666","HDAC2","TREM2"
"18667","HIF1A","TREM2"
"18668","HES1","TREM2"
"18669","HES5","TREM2"
"18670","HDAC7","TREM2"
"18671","HDAC8","TREM2"
"18672","SKP1","TREM2"
"18673","TBL1X","TREM2"
"18674","TLE1","TREM2"
"18675","TLE2","TREM2"
"18676","TLE3","TREM2"
"18677","TLE4","TREM2"
"18678","TBL1XR1","TREM2"
"18679","HDAC11","TREM2"
"18680","HDAC10","TREM2"
"18681","CUL1","TREM2"
"18682","HDAC3","TREM2"
"18683","CCNC","TREM2"
"18684","NCOR1","TREM2"
"18685","NCOR2","TREM2"
"18686","HDAC9","TREM2"
"18687","HDAC4","TREM2"
"18688","RBX1","TREM2"
"18689","STAT3","TREM2"
"18690","NOD2","TREM2"
"18691","ITGB1BP1","TREM2"
"18692","TSPAN15","TREM2"
"18693","TSPAN17","TREM2"
"18694","GSX2","TREM2"
"18695","NOV","TREM2"
"18696","TSPAN14","TREM2"
"18697","PDCD10","TREM2"
"18698","KIT","TREM2"
"18699","TSPAN10","TREM2"
"18700","TSPAN33","TREM2"
"18701","WNT1","TREM2"
"18702","SLC35C2","TREM2"
"18703","TSPAN5","TREM2"
"18704","C3orf17","TREM2"
"18705","ASCL1","TREM2"
"18706","AAK1","TREM2"
"18707","NOTCH1","TREM2"
"18708","EYA1","TREM2"
"18709","ERH","TREM2"
"18710","FGF10","TREM2"
"18711","MESP1","TREM2"
"18712","HDAC1","GFI1"
"18713","PHB2","GFI1"
"18714","TAGLN","GFI1"
"18715","ITGAV","GFI1"
"18716","SLC3A1","GFI1"
"18717","CANX","GFI1"
"18718","FLOT1","GFI1"
"18719","NQO1","GFI1"
"18720","PCF11","GFI1"
"18721","F2R","GFI1"
"18722","LAMB2","GFI1"
"18723","CD4","GFI1"
"18724","SLC4A3","GFI1"
"18725","S100A13","GFI1"
"18726","CNTN1","GFI1"
"18727","TCAP","GFI1"
"18728","STAT5A","GFI1"
"18729","ARL6IP5","GFI1"
"18730","ANXA6","GFI1"
"18731","ABCC8","GFI1"
"18732","SLC12A3","GFI1"
"18733","COL18A1","GFI1"
"18734","HMGCR","GFI1"
"18735","SFPQ","GFI1"
"18736","SEC62","GFI1"
"18737","BRCA1","GFI1"
"18738","PSMD10","GFI1"
"18739","PTHLH","GFI1"
"18740","RBP1","GFI1"
"18741","P2RY10","GFI1"
"18742","CD69","GFI1"
"18743","TARP","GFI1"
"18744","CD3D","GFI1"
"18745","RAG2","GFI1"
"18746","RRAS2","GFI1"
"18747","ID2","GFI1"
"18748","CD28","GFI1"
"18749","GATA3","GFI1"
"18750","TRAT1","GFI1"
"18751","EGR2","GFI1"
"18752","TNFRSF18","GFI1"
"18753","LCK","GFI1"
"18754","GZMB","GFI1"
"18755","BCL2A1","GFI1"
"18756","CCR7","GFI1"
"18757","CD83","GFI1"
"18758","CCL5","GFI1"
"18759","TRAF1","GFI1"
"18760","IL12B","GFI1"
"18761","CX3CL1","GFI1"
"18762","RELB","GFI1"
"18763","EGR1","GFI1"
"18764","CARD11","GFI1"
"18765","NFKB2","GFI1"
"18766","ICAM1","GFI1"
"18767","IRF7","GFI1"
"18768","JUNB","GFI1"
"18769","IL10RA","GFI1"
"18770","CD86","GFI1"
"18771","BIRC2","GFI1"
"18772","BIRC3","GFI1"
"18773","CD80","GFI1"
"18774","ZAP70","GFI1"
"18775","DDR1","GFI1"
"18776","CD7","GFI1"
"18777","CD3G","GFI1"
"18778","TOX","GFI1"
"18779","GZMA","GFI1"
"18780","DTX1","GFI1"
"18781","LAT","GFI1"
"18782","RAG1","GFI1"
"18783","PTCRA","GFI1"
"18784","CD2","GFI1"
"18785","NFATC1","GFI1"
"18786","NOTCH3","GFI1"
"18787","CD74","GFI1"
"18788","THY1","GFI1"
"18789","CTLA4","GFI1"
"18790","MAMLD1","GFI1"
"18791","CREBBP","GFI1"
"18792","E2F1","GFI1"
"18793","E2F3","GFI1"
"18794","EIF2C3","GFI1"
"18795","EIF2C4","GFI1"
"18796","EP300","GFI1"
"18797","SNW1","GFI1"
"18798","TNRC6B","GFI1"
"18799","KAT2A","GFI1"
"18800","EIF2C1","GFI1"
"18801","EIF2C2","GFI1"
"18802","TNRC6A","GFI1"
"18803","RBPJ","GFI1"
"18804","JUN","GFI1"
"18805","MOV10","GFI1"
"18806","LOC441488","GFI1"
"18807","NOTCH2","GFI1"
"18808","NOTCH4","GFI1"
"18809","MAML3","GFI1"
"18810","TNRC6C","GFI1"
"18811","CCND1","GFI1"
"18812","TFDP1","GFI1"
"18813","LOC728030","GFI1"
"18814","MAML2","GFI1"
"18815","KAT2B","GFI1"
"18816","MAML1","GFI1"
"18817","ADAM10","GFI1"
"18818","DTX2","GFI1"
"18819","MIB2","GFI1"
"18820","JAG1","GFI1"
"18821","DTX4","GFI1"
"18822","NCSTN","GFI1"
"18823","DLL1","GFI1"
"18824","JAG2","GFI1"
"18825","ARRB1","GFI1"
"18826","ARRB2","GFI1"
"18827","APH1A","GFI1"
"18828","PSENEN","GFI1"
"18829","PSEN1","GFI1"
"18830","PSEN2","GFI1"
"18831","MIB1","GFI1"
"18832","RPS27A","GFI1"
"18833","ADAM17","GFI1"
"18834","RPS27AP11","GFI1"
"18835","UBA52","GFI1"
"18836","APH1B","GFI1"
"18837","DNER","GFI1"
"18838","ST3GAL6","GFI1"
"18839","TMED2","GFI1"
"18840","POFUT1","GFI1"
"18841","B4GALT1","GFI1"
"18842","MFNG","GFI1"
"18843","ATP2A1","GFI1"
"18844","ATP2A2","GFI1"
"18845","ATP2A3","GFI1"
"18846","FURIN","GFI1"
"18847","POGLUT1","GFI1"
"18848","RAB6A","GFI1"
"18849","SEL1L","GFI1"
"18850","ST3GAL3","GFI1"
"18851","HDAC6","GFI1"
"18852","HDAC5","GFI1"
"18853","CDK8","GFI1"
"18854","HEYL","GFI1"
"18855","HDAC2","GFI1"
"18856","HIF1A","GFI1"
"18857","HES1","GFI1"
"18858","HES5","GFI1"
"18859","HDAC7","GFI1"
"18860","HDAC8","GFI1"
"18861","SKP1","GFI1"
"18862","TBL1X","GFI1"
"18863","TLE1","GFI1"
"18864","TLE2","GFI1"
"18865","TLE3","GFI1"
"18866","TLE4","GFI1"
"18867","TBL1XR1","GFI1"
"18868","HDAC11","GFI1"
"18869","HDAC10","GFI1"
"18870","CUL1","GFI1"
"18871","HDAC3","GFI1"
"18872","CCNC","GFI1"
"18873","NCOR1","GFI1"
"18874","NCOR2","GFI1"
"18875","HDAC9","GFI1"
"18876","HDAC4","GFI1"
"18877","RBX1","GFI1"
"18878","STAT3","GFI1"
"18879","NOD2","GFI1"
"18880","ITGB1BP1","GFI1"
"18881","TSPAN15","GFI1"
"18882","TSPAN17","GFI1"
"18883","GSX2","GFI1"
"18884","NOV","GFI1"
"18885","TSPAN14","GFI1"
"18886","PDCD10","GFI1"
"18887","KIT","GFI1"
"18888","TSPAN10","GFI1"
"18889","TSPAN33","GFI1"
"18890","WNT1","GFI1"
"18891","SLC35C2","GFI1"
"18892","TSPAN5","GFI1"
"18893","C3orf17","GFI1"
"18894","ASCL1","GFI1"
"18895","AAK1","GFI1"
"18896","NOTCH1","GFI1"
"18897","EYA1","GFI1"
"18898","ERH","GFI1"
"18899","FGF10","GFI1"
"18900","MESP1","GFI1"
"18901","HDAC1","ITGAM"
"18902","PHB2","ITGAM"
"18903","TAGLN","ITGAM"
"18904","ITGAV","ITGAM"
"18905","SLC3A1","ITGAM"
"18906","CANX","ITGAM"
"18907","FLOT1","ITGAM"
"18908","NQO1","ITGAM"
"18909","PCF11","ITGAM"
"18910","F2R","ITGAM"
"18911","LAMB2","ITGAM"
"18912","CD4","ITGAM"
"18913","SLC4A3","ITGAM"
"18914","S100A13","ITGAM"
"18915","CNTN1","ITGAM"
"18916","TCAP","ITGAM"
"18917","STAT5A","ITGAM"
"18918","ARL6IP5","ITGAM"
"18919","ANXA6","ITGAM"
"18920","ABCC8","ITGAM"
"18921","SLC12A3","ITGAM"
"18922","COL18A1","ITGAM"
"18923","HMGCR","ITGAM"
"18924","SFPQ","ITGAM"
"18925","SEC62","ITGAM"
"18926","BRCA1","ITGAM"
"18927","PSMD10","ITGAM"
"18928","PTHLH","ITGAM"
"18929","RBP1","ITGAM"
"18930","P2RY10","ITGAM"
"18931","CD69","ITGAM"
"18932","TARP","ITGAM"
"18933","CD3D","ITGAM"
"18934","RAG2","ITGAM"
"18935","RRAS2","ITGAM"
"18936","ID2","ITGAM"
"18937","CD28","ITGAM"
"18938","GATA3","ITGAM"
"18939","TRAT1","ITGAM"
"18940","EGR2","ITGAM"
"18941","TNFRSF18","ITGAM"
"18942","LCK","ITGAM"
"18943","GZMB","ITGAM"
"18944","BCL2A1","ITGAM"
"18945","CCR7","ITGAM"
"18946","CD83","ITGAM"
"18947","CCL5","ITGAM"
"18948","TRAF1","ITGAM"
"18949","IL12B","ITGAM"
"18950","CX3CL1","ITGAM"
"18951","RELB","ITGAM"
"18952","EGR1","ITGAM"
"18953","CARD11","ITGAM"
"18954","NFKB2","ITGAM"
"18955","ICAM1","ITGAM"
"18956","IRF7","ITGAM"
"18957","JUNB","ITGAM"
"18958","IL10RA","ITGAM"
"18959","CD86","ITGAM"
"18960","BIRC2","ITGAM"
"18961","BIRC3","ITGAM"
"18962","CD80","ITGAM"
"18963","ZAP70","ITGAM"
"18964","DDR1","ITGAM"
"18965","CD7","ITGAM"
"18966","CD3G","ITGAM"
"18967","TOX","ITGAM"
"18968","GZMA","ITGAM"
"18969","DTX1","ITGAM"
"18970","LAT","ITGAM"
"18971","RAG1","ITGAM"
"18972","PTCRA","ITGAM"
"18973","CD2","ITGAM"
"18974","NFATC1","ITGAM"
"18975","NOTCH3","ITGAM"
"18976","CD74","ITGAM"
"18977","THY1","ITGAM"
"18978","CTLA4","ITGAM"
"18979","MAMLD1","ITGAM"
"18980","CREBBP","ITGAM"
"18981","E2F1","ITGAM"
"18982","E2F3","ITGAM"
"18983","EIF2C3","ITGAM"
"18984","EIF2C4","ITGAM"
"18985","EP300","ITGAM"
"18986","SNW1","ITGAM"
"18987","TNRC6B","ITGAM"
"18988","KAT2A","ITGAM"
"18989","EIF2C1","ITGAM"
"18990","EIF2C2","ITGAM"
"18991","TNRC6A","ITGAM"
"18992","RBPJ","ITGAM"
"18993","JUN","ITGAM"
"18994","MOV10","ITGAM"
"18995","LOC441488","ITGAM"
"18996","NOTCH2","ITGAM"
"18997","NOTCH4","ITGAM"
"18998","MAML3","ITGAM"
"18999","TNRC6C","ITGAM"
"19000","CCND1","ITGAM"
"19001","TFDP1","ITGAM"
"19002","LOC728030","ITGAM"
"19003","MAML2","ITGAM"
"19004","KAT2B","ITGAM"
"19005","MAML1","ITGAM"
"19006","ADAM10","ITGAM"
"19007","DTX2","ITGAM"
"19008","MIB2","ITGAM"
"19009","JAG1","ITGAM"
"19010","DTX4","ITGAM"
"19011","NCSTN","ITGAM"
"19012","DLL1","ITGAM"
"19013","JAG2","ITGAM"
"19014","ARRB1","ITGAM"
"19015","ARRB2","ITGAM"
"19016","APH1A","ITGAM"
"19017","PSENEN","ITGAM"
"19018","PSEN1","ITGAM"
"19019","PSEN2","ITGAM"
"19020","MIB1","ITGAM"
"19021","RPS27A","ITGAM"
"19022","ADAM17","ITGAM"
"19023","RPS27AP11","ITGAM"
"19024","UBA52","ITGAM"
"19025","APH1B","ITGAM"
"19026","DNER","ITGAM"
"19027","ST3GAL6","ITGAM"
"19028","TMED2","ITGAM"
"19029","POFUT1","ITGAM"
"19030","B4GALT1","ITGAM"
"19031","MFNG","ITGAM"
"19032","ATP2A1","ITGAM"
"19033","ATP2A2","ITGAM"
"19034","ATP2A3","ITGAM"
"19035","FURIN","ITGAM"
"19036","POGLUT1","ITGAM"
"19037","RAB6A","ITGAM"
"19038","SEL1L","ITGAM"
"19039","ST3GAL3","ITGAM"
"19040","HDAC6","ITGAM"
"19041","HDAC5","ITGAM"
"19042","CDK8","ITGAM"
"19043","HEYL","ITGAM"
"19044","HDAC2","ITGAM"
"19045","HIF1A","ITGAM"
"19046","HES1","ITGAM"
"19047","HES5","ITGAM"
"19048","HDAC7","ITGAM"
"19049","HDAC8","ITGAM"
"19050","SKP1","ITGAM"
"19051","TBL1X","ITGAM"
"19052","TLE1","ITGAM"
"19053","TLE2","ITGAM"
"19054","TLE3","ITGAM"
"19055","TLE4","ITGAM"
"19056","TBL1XR1","ITGAM"
"19057","HDAC11","ITGAM"
"19058","HDAC10","ITGAM"
