"","proNotch","antiNotch"
"17304","MAML1","NCF2"
"17305","ADAM10","NCF2"
"17306","DTX2","NCF2"
"17307","MIB2","NCF2"
"17308","JAG1","NCF2"
"17309","DTX4","NCF2"
"17310","NCSTN","NCF2"
"17311","DLL1","NCF2"
"17312","JAG2","NCF2"
"17313","ARRB1","NCF2"
"17314","ARRB2","NCF2"
"17315","APH1A","NCF2"
"17316","PSENEN","NCF2"
"17317","PSEN1","NCF2"
"17318","PSEN2","NCF2"
"17319","MIB1","NCF2"
"17320","RPS27A","NCF2"
"17321","ADAM17","NCF2"
"17322","RPS27AP11","NCF2"
"17323","UBA52","NCF2"
"17324","APH1B","NCF2"
"17325","DNER","NCF2"
"17326","ST3GAL6","NCF2"
"17327","TMED2","NCF2"
"17328","POFUT1","NCF2"
"17329","B4GALT1","NCF2"
"17330","MFNG","NCF2"
"17331","ATP2A1","NCF2"
"17332","ATP2A2","NCF2"
"17333","ATP2A3","NCF2"
"17334","FURIN","NCF2"
"17335","POGLUT1","NCF2"
"17336","RAB6A","NCF2"
"17337","SEL1L","NCF2"
"17338","ST3GAL3","NCF2"
"17339","HDAC6","NCF2"
"17340","HDAC5","NCF2"
"17341","CDK8","NCF2"
"17342","HEYL","NCF2"
"17343","HDAC2","NCF2"
"17344","HIF1A","NCF2"
"17345","HES1","NCF2"
"17346","HES5","NCF2"
"17347","HDAC7","NCF2"
"17348","HDAC8","NCF2"
"17349","SKP1","NCF2"
"17350","TBL1X","NCF2"
"17351","TLE1","NCF2"
"17352","TLE2","NCF2"
"17353","TLE3","NCF2"
"17354","TLE4","NCF2"
"17355","TBL1XR1","NCF2"
"17356","HDAC11","NCF2"
"17357","HDAC10","NCF2"
"17358","CUL1","NCF2"
"17359","HDAC3","NCF2"
"17360","CCNC","NCF2"
"17361","NCOR1","NCF2"
"17362","NCOR2","NCF2"
"17363","HDAC9","NCF2"
"17364","HDAC4","NCF2"
"17365","RBX1","NCF2"
"17366","STAT3","NCF2"
"17367","NOD2","NCF2"
"17368","ITGB1BP1","NCF2"
"17369","TSPAN15","NCF2"
"17370","TSPAN17","NCF2"
"17371","GSX2","NCF2"
"17372","NOV","NCF2"
"17373","TSPAN14","NCF2"
"17374","PDCD10","NCF2"
"17375","KIT","NCF2"
"17376","TSPAN10","NCF2"
"17377","TSPAN33","NCF2"
"17378","WNT1","NCF2"
"17379","SLC35C2","NCF2"
"17380","TSPAN5","NCF2"
"17381","C3orf17","NCF2"
"17382","ASCL1","NCF2"
"17383","AAK1","NCF2"
"17384","NOTCH1","NCF2"
"17385","EYA1","NCF2"
"17386","ERH","NCF2"
"17387","FGF10","NCF2"
"17388","MESP1","NCF2"
"17389","HDAC1","NCF4"
"17390","PHB2","NCF4"
"17391","TAGLN","NCF4"
"17392","ITGAV","NCF4"
"17393","SLC3A1","NCF4"
"17394","CANX","NCF4"
"17395","FLOT1","NCF4"
"17396","NQO1","NCF4"
"17397","PCF11","NCF4"
"17398","F2R","NCF4"
"17399","LAMB2","NCF4"
"17400","CD4","NCF4"
"17401","SLC4A3","NCF4"
"17402","S100A13","NCF4"
"17403","CNTN1","NCF4"
"17404","TCAP","NCF4"
"17405","STAT5A","NCF4"
"17406","ARL6IP5","NCF4"
"17407","ANXA6","NCF4"
"17408","ABCC8","NCF4"
"17409","SLC12A3","NCF4"
"17410","COL18A1","NCF4"
"17411","HMGCR","NCF4"
"17412","SFPQ","NCF4"
"17413","SEC62","NCF4"
"17414","BRCA1","NCF4"
"17415","PSMD10","NCF4"
"17416","PTHLH","NCF4"
"17417","RBP1","NCF4"
"17418","P2RY10","NCF4"
"17419","CD69","NCF4"
"17420","TARP","NCF4"
"17421","CD3D","NCF4"
"17422","RAG2","NCF4"
"17423","RRAS2","NCF4"
"17424","ID2","NCF4"
"17425","CD28","NCF4"
"17426","GATA3","NCF4"
"17427","TRAT1","NCF4"
"17428","EGR2","NCF4"
"17429","TNFRSF18","NCF4"
"17430","LCK","NCF4"
"17431","GZMB","NCF4"
"17432","BCL2A1","NCF4"
"17433","CCR7","NCF4"
"17434","CD83","NCF4"
"17435","CCL5","NCF4"
"17436","TRAF1","NCF4"
"17437","IL12B","NCF4"
"17438","CX3CL1","NCF4"
"17439","RELB","NCF4"
"17440","EGR1","NCF4"
"17441","CARD11","NCF4"
"17442","NFKB2","NCF4"
"17443","ICAM1","NCF4"
"17444","IRF7","NCF4"
"17445","JUNB","NCF4"
"17446","IL10RA","NCF4"
"17447","CD86","NCF4"
"17448","BIRC2","NCF4"
"17449","BIRC3","NCF4"
"17450","CD80","NCF4"
"17451","ZAP70","NCF4"
"17452","DDR1","NCF4"
"17453","CD7","NCF4"
"17454","CD3G","NCF4"
"17455","TOX","NCF4"
"17456","GZMA","NCF4"
"17457","DTX1","NCF4"
"17458","LAT","NCF4"
"17459","RAG1","NCF4"
"17460","PTCRA","NCF4"
"17461","CD2","NCF4"
"17462","NFATC1","NCF4"
"17463","NOTCH3","NCF4"
"17464","CD74","NCF4"
"17465","THY1","NCF4"
"17466","CTLA4","NCF4"
"17467","MAMLD1","NCF4"
"17468","CREBBP","NCF4"
"17469","E2F1","NCF4"
"17470","E2F3","NCF4"
"17471","EIF2C3","NCF4"
"17472","EIF2C4","NCF4"
"17473","EP300","NCF4"
"17474","SNW1","NCF4"
"17475","TNRC6B","NCF4"
"17476","KAT2A","NCF4"
"17477","EIF2C1","NCF4"
"17478","EIF2C2","NCF4"
"17479","TNRC6A","NCF4"
"17480","RBPJ","NCF4"
"17481","JUN","NCF4"
"17482","MOV10","NCF4"
"17483","LOC441488","NCF4"
"17484","NOTCH2","NCF4"
"17485","NOTCH4","NCF4"
"17486","MAML3","NCF4"
"17487","TNRC6C","NCF4"
"17488","CCND1","NCF4"
"17489","TFDP1","NCF4"
"17490","LOC728030","NCF4"
"17491","MAML2","NCF4"
"17492","KAT2B","NCF4"
"17493","MAML1","NCF4"
"17494","ADAM10","NCF4"
"17495","DTX2","NCF4"
"17496","MIB2","NCF4"
"17497","JAG1","NCF4"
"17498","DTX4","NCF4"
"17499","NCSTN","NCF4"
"17500","DLL1","NCF4"
"17501","JAG2","NCF4"
"17502","ARRB1","NCF4"
"17503","ARRB2","NCF4"
"17504","APH1A","NCF4"
"17505","PSENEN","NCF4"
"17506","PSEN1","NCF4"
"17507","PSEN2","NCF4"
"17508","MIB1","NCF4"
"17509","RPS27A","NCF4"
"17510","ADAM17","NCF4"
"17511","RPS27AP11","NCF4"
"17512","UBA52","NCF4"
"17513","APH1B","NCF4"
"17514","DNER","NCF4"
"17515","ST3GAL6","NCF4"
"17516","TMED2","NCF4"
"17517","POFUT1","NCF4"
"17518","B4GALT1","NCF4"
"17519","MFNG","NCF4"
"17520","ATP2A1","NCF4"
"17521","ATP2A2","NCF4"
"17522","ATP2A3","NCF4"
"17523","FURIN","NCF4"
"17524","POGLUT1","NCF4"
"17525","RAB6A","NCF4"
"17526","SEL1L","NCF4"
"17527","ST3GAL3","NCF4"
"17528","HDAC6","NCF4"
"17529","HDAC5","NCF4"
"17530","CDK8","NCF4"
"17531","HEYL","NCF4"
"17532","HDAC2","NCF4"
"17533","HIF1A","NCF4"
"17534","HES1","NCF4"
"17535","HES5","NCF4"
"17536","HDAC7","NCF4"
"17537","HDAC8","NCF4"
"17538","SKP1","NCF4"
"17539","TBL1X","NCF4"
"17540","TLE1","NCF4"
"17541","TLE2","NCF4"
"17542","TLE3","NCF4"
"17543","TLE4","NCF4"
"17544","TBL1XR1","NCF4"
"17545","HDAC11","NCF4"
"17546","HDAC10","NCF4"
"17547","CUL1","NCF4"
"17548","HDAC3","NCF4"
"17549","CCNC","NCF4"
"17550","NCOR1","NCF4"
"17551","NCOR2","NCF4"
"17552","HDAC9","NCF4"
"17553","HDAC4","NCF4"
"17554","RBX1","NCF4"
"17555","STAT3","NCF4"
"17556","NOD2","NCF4"
"17557","ITGB1BP1","NCF4"
"17558","TSPAN15","NCF4"
"17559","TSPAN17","NCF4"
"17560","GSX2","NCF4"
"17561","NOV","NCF4"
"17562","TSPAN14","NCF4"
"17563","PDCD10","NCF4"
"17564","KIT","NCF4"
"17565","TSPAN10","NCF4"
"17566","TSPAN33","NCF4"
"17567","WNT1","NCF4"
"17568","SLC35C2","NCF4"
"17569","TSPAN5","NCF4"
"17570","C3orf17","NCF4"
"17571","ASCL1","NCF4"
"17572","AAK1","NCF4"
"17573","NOTCH1","NCF4"
"17574","EYA1","NCF4"
"17575","ERH","NCF4"
"17576","FGF10","NCF4"
"17577","MESP1","NCF4"
"17578","HDAC1","CTSG"
"17579","PHB2","CTSG"
"17580","TAGLN","CTSG"
"17581","ITGAV","CTSG"
"17582","SLC3A1","CTSG"
"17583","CANX","CTSG"
"17584","FLOT1","CTSG"
"17585","NQO1","CTSG"
"17586","PCF11","CTSG"
"17587","F2R","CTSG"
"17588","LAMB2","CTSG"
"17589","CD4","CTSG"
"17590","SLC4A3","CTSG"
"17591","S100A13","CTSG"
"17592","CNTN1","CTSG"
"17593","TCAP","CTSG"
"17594","STAT5A","CTSG"
"17595","ARL6IP5","CTSG"
"17596","ANXA6","CTSG"
"17597","ABCC8","CTSG"
"17598","SLC12A3","CTSG"
"17599","COL18A1","CTSG"
"17600","HMGCR","CTSG"
"17601","SFPQ","CTSG"
"17602","SEC62","CTSG"
"17603","BRCA1","CTSG"
"17604","PSMD10","CTSG"
"17605","PTHLH","CTSG"
"17606","RBP1","CTSG"
"17607","P2RY10","CTSG"
"17608","CD69","CTSG"
"17609","TARP","CTSG"
"17610","CD3D","CTSG"
"17611","RAG2","CTSG"
"17612","RRAS2","CTSG"
"17613","ID2","CTSG"
"17614","CD28","CTSG"
"17615","GATA3","CTSG"
"17616","TRAT1","CTSG"
"17617","EGR2","CTSG"
"17618","TNFRSF18","CTSG"
"17619","LCK","CTSG"
"17620","GZMB","CTSG"
"17621","BCL2A1","CTSG"
"17622","CCR7","CTSG"
"17623","CD83","CTSG"
"17624","CCL5","CTSG"
"17625","TRAF1","CTSG"
"17626","IL12B","CTSG"
"17627","CX3CL1","CTSG"
"17628","RELB","CTSG"
"17629","EGR1","CTSG"
"17630","CARD11","CTSG"
"17631","NFKB2","CTSG"
"17632","ICAM1","CTSG"
"17633","IRF7","CTSG"
"17634","JUNB","CTSG"
"17635","IL10RA","CTSG"
"17636","CD86","CTSG"
"17637","BIRC2","CTSG"
"17638","BIRC3","CTSG"
"17639","CD80","CTSG"
"17640","ZAP70","CTSG"
"17641","DDR1","CTSG"
"17642","CD7","CTSG"
"17643","CD3G","CTSG"
"17644","TOX","CTSG"
"17645","GZMA","CTSG"
"17646","DTX1","CTSG"
"17647","LAT","CTSG"
"17648","RAG1","CTSG"
"17649","PTCRA","CTSG"
"17650","CD2","CTSG"
"17651","NFATC1","CTSG"
"17652","NOTCH3","CTSG"
"17653","CD74","CTSG"
"17654","THY1","CTSG"
"17655","CTLA4","CTSG"
"17656","MAMLD1","CTSG"
"17657","CREBBP","CTSG"
"17658","E2F1","CTSG"
"17659","E2F3","CTSG"
"17660","EIF2C3","CTSG"
"17661","EIF2C4","CTSG"
"17662","EP300","CTSG"
"17663","SNW1","CTSG"
"17664","TNRC6B","CTSG"
"17665","KAT2A","CTSG"
"17666","EIF2C1","CTSG"
"17667","EIF2C2","CTSG"
"17668","TNRC6A","CTSG"
"17669","RBPJ","CTSG"
"17670","JUN","CTSG"
"17671","MOV10","CTSG"
"17672","LOC441488","CTSG"
"17673","NOTCH2","CTSG"
"17674","NOTCH4","CTSG"
"17675","MAML3","CTSG"
"17676","TNRC6C","CTSG"
"17677","CCND1","CTSG"
"17678","TFDP1","CTSG"
"17679","LOC728030","CTSG"
"17680","MAML2","CTSG"
"17681","KAT2B","CTSG"
"17682","MAML1","CTSG"
"17683","ADAM10","CTSG"
"17684","DTX2","CTSG"
"17685","MIB2","CTSG"
"17686","JAG1","CTSG"
"17687","DTX4","CTSG"
"17688","NCSTN","CTSG"
"17689","DLL1","CTSG"
"17690","JAG2","CTSG"
"17691","ARRB1","CTSG"
"17692","ARRB2","CTSG"
"17693","APH1A","CTSG"
"17694","PSENEN","CTSG"
"17695","PSEN1","CTSG"
"17696","PSEN2","CTSG"
"17697","MIB1","CTSG"
"17698","RPS27A","CTSG"
"17699","ADAM17","CTSG"
"17700","RPS27AP11","CTSG"
"17701","UBA52","CTSG"
"17702","APH1B","CTSG"
"17703","DNER","CTSG"
"17704","ST3GAL6","CTSG"
"17705","TMED2","CTSG"
"17706","POFUT1","CTSG"
"17707","B4GALT1","CTSG"
"17708","MFNG","CTSG"
"17709","ATP2A1","CTSG"
"17710","ATP2A2","CTSG"
"17711","ATP2A3","CTSG"
"17712","FURIN","CTSG"
"17713","POGLUT1","CTSG"
"17714","RAB6A","CTSG"
"17715","SEL1L","CTSG"
"17716","ST3GAL3","CTSG"
"17717","HDAC6","CTSG"
"17718","HDAC5","CTSG"
"17719","CDK8","CTSG"
"17720","HEYL","CTSG"
"17721","HDAC2","CTSG"
"17722","HIF1A","CTSG"
"17723","HES1","CTSG"
"17724","HES5","CTSG"
"17725","HDAC7","CTSG"
"17726","HDAC8","CTSG"
"17727","SKP1","CTSG"
"17728","TBL1X","CTSG"
"17729","TLE1","CTSG"
"17730","TLE2","CTSG"
"17731","TLE3","CTSG"
"17732","TLE4","CTSG"
"17733","TBL1XR1","CTSG"
"17734","HDAC11","CTSG"
"17735","HDAC10","CTSG"
"17736","CUL1","CTSG"
"17737","HDAC3","CTSG"
"17738","CCNC","CTSG"
"17739","NCOR1","CTSG"
"17740","NCOR2","CTSG"
"17741","HDAC9","CTSG"
"17742","HDAC4","CTSG"
"17743","RBX1","CTSG"
"17744","STAT3","CTSG"
"17745","NOD2","CTSG"
"17746","ITGB1BP1","CTSG"
"17747","TSPAN15","CTSG"
"17748","TSPAN17","CTSG"
"17749","GSX2","CTSG"
"17750","NOV","CTSG"
"17751","TSPAN14","CTSG"
"17752","PDCD10","CTSG"
"17753","KIT","CTSG"
"17754","TSPAN10","CTSG"
"17755","TSPAN33","CTSG"
"17756","WNT1","CTSG"
"17757","SLC35C2","CTSG"
"17758","TSPAN5","CTSG"
"17759","C3orf17","CTSG"
"17760","ASCL1","CTSG"
"17761","AAK1","CTSG"
"17762","NOTCH1","CTSG"
"17763","EYA1","CTSG"
"17764","ERH","CTSG"
"17765","FGF10","CTSG"
"17766","MESP1","CTSG"
"17767","HDAC1","MATK"
"17768","PHB2","MATK"
"17769","TAGLN","MATK"
"17770","ITGAV","MATK"
"17771","SLC3A1","MATK"
"17772","CANX","MATK"
"17773","FLOT1","MATK"
"17774","NQO1","MATK"
"17775","PCF11","MATK"
"17776","F2R","MATK"
"17777","LAMB2","MATK"
"17778","CD4","MATK"
"17779","SLC4A3","MATK"
"17780","S100A13","MATK"
"17781","CNTN1","MATK"
"17782","TCAP","MATK"
"17783","STAT5A","MATK"
"17784","ARL6IP5","MATK"
"17785","ANXA6","MATK"
"17786","ABCC8","MATK"
"17787","SLC12A3","MATK"
"17788","COL18A1","MATK"
"17789","HMGCR","MATK"
"17790","SFPQ","MATK"
"17791","SEC62","MATK"
"17792","BRCA1","MATK"
"17793","PSMD10","MATK"
"17794","PTHLH","MATK"
"17795","RBP1","MATK"
"17796","P2RY10","MATK"
"17797","CD69","MATK"
"17798","TARP","MATK"
"17799","CD3D","MATK"
"17800","RAG2","MATK"
"17801","RRAS2","MATK"
"17802","ID2","MATK"
"17803","CD28","MATK"
"17804","GATA3","MATK"
"17805","TRAT1","MATK"
"17806","EGR2","MATK"
"17807","TNFRSF18","MATK"
"17808","LCK","MATK"
"17809","GZMB","MATK"
"17810","BCL2A1","MATK"
"17811","CCR7","MATK"
"17812","CD83","MATK"
"17813","CCL5","MATK"
"17814","TRAF1","MATK"
"17815","IL12B","MATK"
"17816","CX3CL1","MATK"
"17817","RELB","MATK"
"17818","EGR1","MATK"
"17819","CARD11","MATK"
"17820","NFKB2","MATK"
"17821","ICAM1","MATK"
"17822","IRF7","MATK"
"17823","JUNB","MATK"
"17824","IL10RA","MATK"
"17825","CD86","MATK"
"17826","BIRC2","MATK"
"17827","BIRC3","MATK"
"17828","CD80","MATK"
"17829","ZAP70","MATK"
"17830","DDR1","MATK"
"17831","CD7","MATK"
"17832","CD3G","MATK"
"17833","TOX","MATK"
"17834","GZMA","MATK"
"17835","DTX1","MATK"
"17836","LAT","MATK"
"17837","RAG1","MATK"
"17838","PTCRA","MATK"
"17839","CD2","MATK"
"17840","NFATC1","MATK"
"17841","NOTCH3","MATK"
"17842","CD74","MATK"
"17843","THY1","MATK"
"17844","CTLA4","MATK"
"17845","MAMLD1","MATK"
"17846","CREBBP","MATK"
"17847","E2F1","MATK"
"17848","E2F3","MATK"
"17849","EIF2C3","MATK"
"17850","EIF2C4","MATK"
"17851","EP300","MATK"
"17852","SNW1","MATK"
"17853","TNRC6B","MATK"
"17854","KAT2A","MATK"
"17855","EIF2C1","MATK"
"17856","EIF2C2","MATK"
"17857","TNRC6A","MATK"
"17858","RBPJ","MATK"
"17859","JUN","MATK"
"17860","MOV10","MATK"
"17861","LOC441488","MATK"
"17862","NOTCH2","MATK"
"17863","NOTCH4","MATK"
"17864","MAML3","MATK"
"17865","TNRC6C","MATK"
"17866","CCND1","MATK"
"17867","TFDP1","MATK"
"17868","LOC728030","MATK"
"17869","MAML2","MATK"
"17870","KAT2B","MATK"
"17871","MAML1","MATK"
"17872","ADAM10","MATK"
"17873","DTX2","MATK"
"17874","MIB2","MATK"
"17875","JAG1","MATK"
"17876","DTX4","MATK"
"17877","NCSTN","MATK"
"17878","DLL1","MATK"
"17879","JAG2","MATK"
"17880","ARRB1","MATK"
"17881","ARRB2","MATK"
"17882","APH1A","MATK"
"17883","PSENEN","MATK"
"17884","PSEN1","MATK"
"17885","PSEN2","MATK"
"17886","MIB1","MATK"
"17887","RPS27A","MATK"
"17888","ADAM17","MATK"
"17889","RPS27AP11","MATK"
"17890","UBA52","MATK"
"17891","APH1B","MATK"
"17892","DNER","MATK"
"17893","ST3GAL6","MATK"
"17894","TMED2","MATK"
"17895","POFUT1","MATK"
"17896","B4GALT1","MATK"
"17897","MFNG","MATK"
"17898","ATP2A1","MATK"
"17899","ATP2A2","MATK"
"17900","ATP2A3","MATK"
"17901","FURIN","MATK"
"17902","POGLUT1","MATK"
"17903","RAB6A","MATK"
"17904","SEL1L","MATK"
"17905","ST3GAL3","MATK"
"17906","HDAC6","MATK"
"17907","HDAC5","MATK"
"17908","CDK8","MATK"
"17909","HEYL","MATK"
"17910","HDAC2","MATK"
"17911","HIF1A","MATK"
"17912","HES1","MATK"
"17913","HES5","MATK"
"17914","HDAC7","MATK"
"17915","HDAC8","MATK"
"17916","SKP1","MATK"
"17917","TBL1X","MATK"
"17918","TLE1","MATK"
"17919","TLE2","MATK"
"17920","TLE3","MATK"
"17921","TLE4","MATK"
"17922","TBL1XR1","MATK"
"17923","HDAC11","MATK"
"17924","HDAC10","MATK"
"17925","CUL1","MATK"
"17926","HDAC3","MATK"
"17927","CCNC","MATK"
"17928","NCOR1","MATK"
"17929","NCOR2","MATK"
"17930","HDAC9","MATK"
"17931","HDAC4","MATK"
"17932","RBX1","MATK"
"17933","STAT3","MATK"
"17934","NOD2","MATK"
"17935","ITGB1BP1","MATK"
"17936","TSPAN15","MATK"
"17937","TSPAN17","MATK"
"17938","GSX2","MATK"
"17939","NOV","MATK"
"17940","TSPAN14","MATK"
"17941","PDCD10","MATK"
"17942","KIT","MATK"
"17943","TSPAN10","MATK"
"17944","TSPAN33","MATK"
"17945","WNT1","MATK"
"17946","SLC35C2","MATK"
"17947","TSPAN5","MATK"
"17948","C3orf17","MATK"
"17949","ASCL1","MATK"
"17950","AAK1","MATK"
"17951","NOTCH1","MATK"
"17952","EYA1","MATK"
"17953","ERH","MATK"
"17954","FGF10","MATK"
"17955","MESP1","MATK"
"17956","HDAC1","CSF2RA"
"17957","PHB2","CSF2RA"
"17958","TAGLN","CSF2RA"
"17959","ITGAV","CSF2RA"
"17960","SLC3A1","CSF2RA"
"17961","CANX","CSF2RA"
"17962","FLOT1","CSF2RA"
"17963","NQO1","CSF2RA"
"17964","PCF11","CSF2RA"
"17965","F2R","CSF2RA"
"17966","LAMB2","CSF2RA"
"17967","CD4","CSF2RA"
"17968","SLC4A3","CSF2RA"
"17969","S100A13","CSF2RA"
"17970","CNTN1","CSF2RA"
"17971","TCAP","CSF2RA"
"17972","STAT5A","CSF2RA"
"17973","ARL6IP5","CSF2RA"
"17974","ANXA6","CSF2RA"
"17975","ABCC8","CSF2RA"
"17976","SLC12A3","CSF2RA"
"17977","COL18A1","CSF2RA"
"17978","HMGCR","CSF2RA"
"17979","SFPQ","CSF2RA"
"17980","SEC62","CSF2RA"
"17981","BRCA1","CSF2RA"
"17982","PSMD10","CSF2RA"
"17983","PTHLH","CSF2RA"
"17984","RBP1","CSF2RA"
"17985","P2RY10","CSF2RA"
"17986","CD69","CSF2RA"
"17987","TARP","CSF2RA"
"17988","CD3D","CSF2RA"
"17989","RAG2","CSF2RA"
"17990","RRAS2","CSF2RA"
"17991","ID2","CSF2RA"
"17992","CD28","CSF2RA"
"17993","GATA3","CSF2RA"
"17994","TRAT1","CSF2RA"
"17995","EGR2","CSF2RA"
"17996","TNFRSF18","CSF2RA"
"17997","LCK","CSF2RA"
"17998","GZMB","CSF2RA"
"17999","BCL2A1","CSF2RA"
"18000","CCR7","CSF2RA"
"18001","CD83","CSF2RA"
"18002","CCL5","CSF2RA"
"18003","TRAF1","CSF2RA"
"18004","IL12B","CSF2RA"
"18005","CX3CL1","CSF2RA"
"18006","RELB","CSF2RA"
"18007","EGR1","CSF2RA"
"18008","CARD11","CSF2RA"
"18009","NFKB2","CSF2RA"
"18010","ICAM1","CSF2RA"
"18011","IRF7","CSF2RA"
"18012","JUNB","CSF2RA"
"18013","IL10RA","CSF2RA"
"18014","CD86","CSF2RA"
"18015","BIRC2","CSF2RA"
"18016","BIRC3","CSF2RA"
"18017","CD80","CSF2RA"
"18018","ZAP70","CSF2RA"
"18019","DDR1","CSF2RA"
"18020","CD7","CSF2RA"
"18021","CD3G","CSF2RA"
"18022","TOX","CSF2RA"
"18023","GZMA","CSF2RA"
"18024","DTX1","CSF2RA"
"18025","LAT","CSF2RA"
"18026","RAG1","CSF2RA"
"18027","PTCRA","CSF2RA"
"18028","CD2","CSF2RA"
"18029","NFATC1","CSF2RA"
"18030","NOTCH3","CSF2RA"
"18031","CD74","CSF2RA"
"18032","THY1","CSF2RA"
"18033","CTLA4","CSF2RA"
"18034","MAMLD1","CSF2RA"
"18035","CREBBP","CSF2RA"
"18036","E2F1","CSF2RA"
"18037","E2F3","CSF2RA"
"18038","EIF2C3","CSF2RA"
"18039","EIF2C4","CSF2RA"
"18040","EP300","CSF2RA"
"18041","SNW1","CSF2RA"
"18042","TNRC6B","CSF2RA"
"18043","KAT2A","CSF2RA"
"18044","EIF2C1","CSF2RA"
"18045","EIF2C2","CSF2RA"
"18046","TNRC6A","CSF2RA"
"18047","RBPJ","CSF2RA"
"18048","JUN","CSF2RA"
"18049","MOV10","CSF2RA"
"18050","LOC441488","CSF2RA"
"18051","NOTCH2","CSF2RA"
"18052","NOTCH4","CSF2RA"
"18053","MAML3","CSF2RA"
"18054","TNRC6C","CSF2RA"
"18055","CCND1","CSF2RA"
"18056","TFDP1","CSF2RA"
"18057","LOC728030","CSF2RA"
"18058","MAML2","CSF2RA"
"18059","KAT2B","CSF2RA"
"18060","MAML1","CSF2RA"
"18061","ADAM10","CSF2RA"
"18062","DTX2","CSF2RA"
"18063","MIB2","CSF2RA"
"18064","JAG1","CSF2RA"
"18065","DTX4","CSF2RA"
"18066","NCSTN","CSF2RA"
"18067","DLL1","CSF2RA"
"18068","JAG2","CSF2RA"
"18069","ARRB1","CSF2RA"
"18070","ARRB2","CSF2RA"
"18071","APH1A","CSF2RA"
"18072","PSENEN","CSF2RA"
"18073","PSEN1","CSF2RA"
"18074","PSEN2","CSF2RA"
"18075","MIB1","CSF2RA"
"18076","RPS27A","CSF2RA"
"18077","ADAM17","CSF2RA"
"18078","RPS27AP11","CSF2RA"
"18079","UBA52","CSF2RA"
"18080","APH1B","CSF2RA"
"18081","DNER","CSF2RA"
"18082","ST3GAL6","CSF2RA"
"18083","TMED2","CSF2RA"
"18084","POFUT1","CSF2RA"
"18085","B4GALT1","CSF2RA"
"18086","MFNG","CSF2RA"
"18087","ATP2A1","CSF2RA"
"18088","ATP2A2","CSF2RA"
"18089","ATP2A3","CSF2RA"
"18090","FURIN","CSF2RA"
"18091","POGLUT1","CSF2RA"
"18092","RAB6A","CSF2RA"
"18093","SEL1L","CSF2RA"
"18094","ST3GAL3","CSF2RA"
"18095","HDAC6","CSF2RA"
"18096","HDAC5","CSF2RA"
"18097","CDK8","CSF2RA"
"18098","HEYL","CSF2RA"
"18099","HDAC2","CSF2RA"
"18100","HIF1A","CSF2RA"
"18101","HES1","CSF2RA"
"18102","HES5","CSF2RA"
"18103","HDAC7","CSF2RA"
"18104","HDAC8","CSF2RA"
"18105","SKP1","CSF2RA"
"18106","TBL1X","CSF2RA"
"18107","TLE1","CSF2RA"
"18108","TLE2","CSF2RA"
"18109","TLE3","CSF2RA"
"18110","TLE4","CSF2RA"
"18111","TBL1XR1","CSF2RA"
"18112","HDAC11","CSF2RA"
"18113","HDAC10","CSF2RA"
"18114","CUL1","CSF2RA"
"18115","HDAC3","CSF2RA"
"18116","CCNC","CSF2RA"
"18117","NCOR1","CSF2RA"
"18118","NCOR2","CSF2RA"
"18119","HDAC9","CSF2RA"
"18120","HDAC4","CSF2RA"
"18121","RBX1","CSF2RA"
"18122","STAT3","CSF2RA"
"18123","NOD2","CSF2RA"
"18124","ITGB1BP1","CSF2RA"
"18125","TSPAN15","CSF2RA"
"18126","TSPAN17","CSF2RA"
"18127","GSX2","CSF2RA"
"18128","NOV","CSF2RA"
"18129","TSPAN14","CSF2RA"
"18130","PDCD10","CSF2RA"
"18131","KIT","CSF2RA"
"18132","TSPAN10","CSF2RA"
"18133","TSPAN33","CSF2RA"
"18134","WNT1","CSF2RA"
"18135","SLC35C2","CSF2RA"
"18136","TSPAN5","CSF2RA"
"18137","C3orf17","CSF2RA"
"18138","ASCL1","CSF2RA"
"18139","AAK1","CSF2RA"
"18140","NOTCH1","CSF2RA"
"18141","EYA1","CSF2RA"
"18142","ERH","CSF2RA"
"18143","FGF10","CSF2RA"
"18144","MESP1","CSF2RA"
"18145","HDAC1","CSF1R"
"18146","PHB2","CSF1R"
"18147","TAGLN","CSF1R"
"18148","ITGAV","CSF1R"
"18149","SLC3A1","CSF1R"
"18150","CANX","CSF1R"
"18151","FLOT1","CSF1R"
"18152","NQO1","CSF1R"
"18153","PCF11","CSF1R"
"18154","F2R","CSF1R"
"18155","LAMB2","CSF1R"
"18156","CD4","CSF1R"
"18157","SLC4A3","CSF1R"
"18158","S100A13","CSF1R"
"18159","CNTN1","CSF1R"
"18160","TCAP","CSF1R"
"18161","STAT5A","CSF1R"
"18162","ARL6IP5","CSF1R"
"18163","ANXA6","CSF1R"
"18164","ABCC8","CSF1R"
"18165","SLC12A3","CSF1R"
"18166","COL18A1","CSF1R"
"18167","HMGCR","CSF1R"
"18168","SFPQ","CSF1R"
"18169","SEC62","CSF1R"
"18170","BRCA1","CSF1R"
"18171","PSMD10","CSF1R"
"18172","PTHLH","CSF1R"
"18173","RBP1","CSF1R"
"18174","P2RY10","CSF1R"
"18175","CD69","CSF1R"
"18176","TARP","CSF1R"
"18177","CD3D","CSF1R"
"18178","RAG2","CSF1R"
"18179","RRAS2","CSF1R"
"18180","ID2","CSF1R"
"18181","CD28","CSF1R"
"18182","GATA3","CSF1R"
"18183","TRAT1","CSF1R"
