"","ProInfection","AntiInfection"
"1","ALDOC","RPIA"
"2","DFNA5","RPIA"
"3","NET1","RPIA"
"4","CBX1","RPIA"
"5","FABP5","RPIA"
"6","S100A10","RPIA"
"7","GNAI1","RPIA"
"8","SOX4","RPIA"
"9","APP","RPIA"
"10","C5orf13","RPIA"
"11","NME1","RPIA"
"12","AP2B1","RPIA"
"13","VAMP8","RPIA"
"14","MAP4K4","RPIA"
"15","SAT1","RPIA"
"16","CTNNA1","RPIA"
"17","PKM2","RPIA"
"18","RAB4A","RPIA"
"19","IDH2","RPIA"
"20","SQRDL","RPIA"
"21","DNAJC7","RPIA"
"22","ECI2","RPIA"
"23","ACLY","RPIA"
"24","LGALS1","RPIA"
"25","HSD17B8","RPIA"
"26","ADD2","RPIA"
"27","LGALS3","RPIA"
"28","ITGAE","RPIA"
"29","GPR56","RPIA"
"30","RBPJ","RPIA"
"31","DDIT4","RPIA"
"32","ISG20","RPIA"
"33","RPS25","RPIA"
"34","CTSS","RPIA"
"35","NFKB2","RPIA"
"36","RASL12","RPIA"
"37","ATF4","RPIA"
"38","IFIT2","RPIA"
"39","PDE2A","RPIA"
"40","ANPEP","RPIA"
"41","BACE2","RPIA"
"42","TOP2A","RPIA"
"43","MYC","RPIA"
"44","ELF3","RPIA"
"45","HIST1H2BK","RPIA"
"46","FUBP3","RPIA"
"47","SH3BP5","RPIA"
"48","TSC22D3","RPIA"
"49","ALDOC","HOPX"
"50","DFNA5","HOPX"
"51","NET1","HOPX"
"52","CBX1","HOPX"
"53","FABP5","HOPX"
"54","S100A10","HOPX"
"55","GNAI1","HOPX"
"56","SOX4","HOPX"
"57","APP","HOPX"
"58","C5orf13","HOPX"
"59","NME1","HOPX"
"60","AP2B1","HOPX"
"61","VAMP8","HOPX"
"62","MAP4K4","HOPX"
"63","SAT1","HOPX"
"64","CTNNA1","HOPX"
"65","PKM2","HOPX"
"66","RAB4A","HOPX"
"67","IDH2","HOPX"
"68","SQRDL","HOPX"
"69","DNAJC7","HOPX"
"70","ECI2","HOPX"
"71","ACLY","HOPX"
"72","LGALS1","HOPX"
"73","HSD17B8","HOPX"
"74","ADD2","HOPX"
"75","LGALS3","HOPX"
"76","ITGAE","HOPX"
"77","GPR56","HOPX"
"78","RBPJ","HOPX"
"79","DDIT4","HOPX"
"80","ISG20","HOPX"
"81","RPS25","HOPX"
"82","CTSS","HOPX"
"83","NFKB2","HOPX"
"84","RASL12","HOPX"
"85","ATF4","HOPX"
"86","IFIT2","HOPX"
"87","PDE2A","HOPX"
"88","ANPEP","HOPX"
"89","BACE2","HOPX"
"90","TOP2A","HOPX"
"91","MYC","HOPX"
"92","ELF3","HOPX"
"93","HIST1H2BK","HOPX"
"94","FUBP3","HOPX"
"95","SH3BP5","HOPX"
"96","TSC22D3","HOPX"
"97","ALDOC","PTPN3"
"98","DFNA5","PTPN3"
"99","NET1","PTPN3"
"100","CBX1","PTPN3"
"101","FABP5","PTPN3"
"102","S100A10","PTPN3"
"103","GNAI1","PTPN3"
"104","SOX4","PTPN3"
"105","APP","PTPN3"
"106","C5orf13","PTPN3"
"107","NME1","PTPN3"
"108","AP2B1","PTPN3"
"109","VAMP8","PTPN3"
"110","MAP4K4","PTPN3"
"111","SAT1","PTPN3"
"112","CTNNA1","PTPN3"
"113","PKM2","PTPN3"
"114","RAB4A","PTPN3"
"115","IDH2","PTPN3"
"116","SQRDL","PTPN3"
"117","DNAJC7","PTPN3"
"118","ECI2","PTPN3"
"119","ACLY","PTPN3"
"120","LGALS1","PTPN3"
"121","HSD17B8","PTPN3"
"122","ADD2","PTPN3"
"123","LGALS3","PTPN3"
"124","ITGAE","PTPN3"
"125","GPR56","PTPN3"
"126","RBPJ","PTPN3"
"127","DDIT4","PTPN3"
"128","ISG20","PTPN3"
"129","RPS25","PTPN3"
"130","CTSS","PTPN3"
"131","NFKB2","PTPN3"
"132","RASL12","PTPN3"
"133","ATF4","PTPN3"
"134","IFIT2","PTPN3"
"135","PDE2A","PTPN3"
"136","ANPEP","PTPN3"
"137","BACE2","PTPN3"
"138","TOP2A","PTPN3"
"139","MYC","PTPN3"
"140","ELF3","PTPN3"
"141","HIST1H2BK","PTPN3"
"142","FUBP3","PTPN3"
"143","SH3BP5","PTPN3"
"144","TSC22D3","PTPN3"
"145","ALDOC","DUSP6"
"146","DFNA5","DUSP6"
"147","NET1","DUSP6"
"148","CBX1","DUSP6"
"149","FABP5","DUSP6"
"150","S100A10","DUSP6"
"151","GNAI1","DUSP6"
"152","SOX4","DUSP6"
"153","APP","DUSP6"
"154","C5orf13","DUSP6"
"155","NME1","DUSP6"
"156","AP2B1","DUSP6"
"157","VAMP8","DUSP6"
"158","MAP4K4","DUSP6"
"159","SAT1","DUSP6"
"160","CTNNA1","DUSP6"
"161","PKM2","DUSP6"
"162","RAB4A","DUSP6"
"163","IDH2","DUSP6"
"164","SQRDL","DUSP6"
"165","DNAJC7","DUSP6"
"166","ECI2","DUSP6"
"167","ACLY","DUSP6"
"168","LGALS1","DUSP6"
"169","HSD17B8","DUSP6"
"170","ADD2","DUSP6"
"171","LGALS3","DUSP6"
"172","ITGAE","DUSP6"
"173","GPR56","DUSP6"
"174","RBPJ","DUSP6"
"175","DDIT4","DUSP6"
"176","ISG20","DUSP6"
"177","RPS25","DUSP6"
"178","CTSS","DUSP6"
"179","NFKB2","DUSP6"
"180","RASL12","DUSP6"
"181","ATF4","DUSP6"
"182","IFIT2","DUSP6"
"183","PDE2A","DUSP6"
"184","ANPEP","DUSP6"
"185","BACE2","DUSP6"
"186","TOP2A","DUSP6"
"187","MYC","DUSP6"
"188","ELF3","DUSP6"
"189","HIST1H2BK","DUSP6"
"190","FUBP3","DUSP6"
"191","SH3BP5","DUSP6"
"192","TSC22D3","DUSP6"
"193","ALDOC","TTN"
"194","DFNA5","TTN"
"195","NET1","TTN"
"196","CBX1","TTN"
"197","FABP5","TTN"
"198","S100A10","TTN"
"199","GNAI1","TTN"
"200","SOX4","TTN"
"201","APP","TTN"
"202","C5orf13","TTN"
"203","NME1","TTN"
"204","AP2B1","TTN"
"205","VAMP8","TTN"
"206","MAP4K4","TTN"
"207","SAT1","TTN"
"208","CTNNA1","TTN"
"209","PKM2","TTN"
"210","RAB4A","TTN"
"211","IDH2","TTN"
"212","SQRDL","TTN"
"213","DNAJC7","TTN"
"214","ECI2","TTN"
"215","ACLY","TTN"
"216","LGALS1","TTN"
"217","HSD17B8","TTN"
"218","ADD2","TTN"
"219","LGALS3","TTN"
"220","ITGAE","TTN"
"221","GPR56","TTN"
"222","RBPJ","TTN"
"223","DDIT4","TTN"
"224","ISG20","TTN"
"225","RPS25","TTN"
"226","CTSS","TTN"
"227","NFKB2","TTN"
"228","RASL12","TTN"
"229","ATF4","TTN"
"230","IFIT2","TTN"
"231","PDE2A","TTN"
"232","ANPEP","TTN"
"233","BACE2","TTN"
"234","TOP2A","TTN"
"235","MYC","TTN"
"236","ELF3","TTN"
"237","HIST1H2BK","TTN"
"238","FUBP3","TTN"
"239","SH3BP5","TTN"
"240","TSC22D3","TTN"
"241","ALDOC","CPVL"
"242","DFNA5","CPVL"
"243","NET1","CPVL"
"244","CBX1","CPVL"
"245","FABP5","CPVL"
"246","S100A10","CPVL"
"247","GNAI1","CPVL"
"248","SOX4","CPVL"
"249","APP","CPVL"
"250","C5orf13","CPVL"
"251","NME1","CPVL"
"252","AP2B1","CPVL"
"253","VAMP8","CPVL"
"254","MAP4K4","CPVL"
"255","SAT1","CPVL"
"256","CTNNA1","CPVL"
"257","PKM2","CPVL"
"258","RAB4A","CPVL"
"259","IDH2","CPVL"
"260","SQRDL","CPVL"
"261","DNAJC7","CPVL"
"262","ECI2","CPVL"
"263","ACLY","CPVL"
"264","LGALS1","CPVL"
"265","HSD17B8","CPVL"
"266","ADD2","CPVL"
"267","LGALS3","CPVL"
"268","ITGAE","CPVL"
"269","GPR56","CPVL"
"270","RBPJ","CPVL"
"271","DDIT4","CPVL"
"272","ISG20","CPVL"
"273","RPS25","CPVL"
"274","CTSS","CPVL"
"275","NFKB2","CPVL"
"276","RASL12","CPVL"
"277","ATF4","CPVL"
"278","IFIT2","CPVL"
"279","PDE2A","CPVL"
"280","ANPEP","CPVL"
"281","BACE2","CPVL"
"282","TOP2A","CPVL"
"283","MYC","CPVL"
"284","ELF3","CPVL"
"285","HIST1H2BK","CPVL"
"286","FUBP3","CPVL"
"287","SH3BP5","CPVL"
"288","TSC22D3","CPVL"
"289","ALDOC","PNISR"
"290","DFNA5","PNISR"
"291","NET1","PNISR"
"292","CBX1","PNISR"
"293","FABP5","PNISR"
"294","S100A10","PNISR"
"295","GNAI1","PNISR"
"296","SOX4","PNISR"
"297","APP","PNISR"
"298","C5orf13","PNISR"
"299","NME1","PNISR"
"300","AP2B1","PNISR"
"301","VAMP8","PNISR"
"302","MAP4K4","PNISR"
"303","SAT1","PNISR"
"304","CTNNA1","PNISR"
"305","PKM2","PNISR"
"306","RAB4A","PNISR"
"307","IDH2","PNISR"
"308","SQRDL","PNISR"
"309","DNAJC7","PNISR"
"310","ECI2","PNISR"
"311","ACLY","PNISR"
"312","LGALS1","PNISR"
"313","HSD17B8","PNISR"
"314","ADD2","PNISR"
"315","LGALS3","PNISR"
"316","ITGAE","PNISR"
"317","GPR56","PNISR"
"318","RBPJ","PNISR"
"319","DDIT4","PNISR"
"320","ISG20","PNISR"
"321","RPS25","PNISR"
"322","CTSS","PNISR"
"323","NFKB2","PNISR"
"324","RASL12","PNISR"
"325","ATF4","PNISR"
"326","IFIT2","PNISR"
"327","PDE2A","PNISR"
"328","ANPEP","PNISR"
"329","BACE2","PNISR"
"330","TOP2A","PNISR"
"331","MYC","PNISR"
"332","ELF3","PNISR"
"333","HIST1H2BK","PNISR"
"334","FUBP3","PNISR"
"335","SH3BP5","PNISR"
"336","TSC22D3","PNISR"
"337","ALDOC","ATP5L"
"338","DFNA5","ATP5L"
"339","NET1","ATP5L"
"340","CBX1","ATP5L"
"341","FABP5","ATP5L"
"342","S100A10","ATP5L"
"343","GNAI1","ATP5L"
"344","SOX4","ATP5L"
"345","APP","ATP5L"
"346","C5orf13","ATP5L"
"347","NME1","ATP5L"
"348","AP2B1","ATP5L"
"349","VAMP8","ATP5L"
"350","MAP4K4","ATP5L"
"351","SAT1","ATP5L"
"352","CTNNA1","ATP5L"
"353","PKM2","ATP5L"
"354","RAB4A","ATP5L"
"355","IDH2","ATP5L"
"356","SQRDL","ATP5L"
"357","DNAJC7","ATP5L"
"358","ECI2","ATP5L"
"359","ACLY","ATP5L"
"360","LGALS1","ATP5L"
"361","HSD17B8","ATP5L"
"362","ADD2","ATP5L"
"363","LGALS3","ATP5L"
"364","ITGAE","ATP5L"
"365","GPR56","ATP5L"
"366","RBPJ","ATP5L"
"367","DDIT4","ATP5L"
"368","ISG20","ATP5L"
"369","RPS25","ATP5L"
"370","CTSS","ATP5L"
"371","NFKB2","ATP5L"
"372","RASL12","ATP5L"
"373","ATF4","ATP5L"
"374","IFIT2","ATP5L"
"375","PDE2A","ATP5L"
"376","ANPEP","ATP5L"
"377","BACE2","ATP5L"
"378","TOP2A","ATP5L"
"379","MYC","ATP5L"
"380","ELF3","ATP5L"
"381","HIST1H2BK","ATP5L"
"382","FUBP3","ATP5L"
"383","SH3BP5","ATP5L"
"384","TSC22D3","ATP5L"
"385","ALDOC","PMCH"
"386","DFNA5","PMCH"
"387","NET1","PMCH"
"388","CBX1","PMCH"
"389","FABP5","PMCH"
"390","S100A10","PMCH"
"391","GNAI1","PMCH"
"392","SOX4","PMCH"
"393","APP","PMCH"
"394","C5orf13","PMCH"
"395","NME1","PMCH"
"396","AP2B1","PMCH"
"397","VAMP8","PMCH"
"398","MAP4K4","PMCH"
"399","SAT1","PMCH"
"400","CTNNA1","PMCH"
"401","PKM2","PMCH"
"402","RAB4A","PMCH"
"403","IDH2","PMCH"
"404","SQRDL","PMCH"
"405","DNAJC7","PMCH"
"406","ECI2","PMCH"
"407","ACLY","PMCH"
"408","LGALS1","PMCH"
"409","HSD17B8","PMCH"
"410","ADD2","PMCH"
"411","LGALS3","PMCH"
"412","ITGAE","PMCH"
"413","GPR56","PMCH"
"414","RBPJ","PMCH"
"415","DDIT4","PMCH"
"416","ISG20","PMCH"
"417","RPS25","PMCH"
"418","CTSS","PMCH"
"419","NFKB2","PMCH"
"420","RASL12","PMCH"
"421","ATF4","PMCH"
"422","IFIT2","PMCH"
"423","PDE2A","PMCH"
"424","ANPEP","PMCH"
"425","BACE2","PMCH"
"426","TOP2A","PMCH"
"427","MYC","PMCH"
"428","ELF3","PMCH"
"429","HIST1H2BK","PMCH"
"430","FUBP3","PMCH"
"431","SH3BP5","PMCH"
"432","TSC22D3","PMCH"
"433","ALDOC","CD3G"
"434","DFNA5","CD3G"
"435","NET1","CD3G"
"436","CBX1","CD3G"
"437","FABP5","CD3G"
"438","S100A10","CD3G"
"439","GNAI1","CD3G"
"440","SOX4","CD3G"
"441","APP","CD3G"
"442","C5orf13","CD3G"
"443","NME1","CD3G"
"444","AP2B1","CD3G"
"445","VAMP8","CD3G"
"446","MAP4K4","CD3G"
"447","SAT1","CD3G"
"448","CTNNA1","CD3G"
"449","PKM2","CD3G"
"450","RAB4A","CD3G"
"451","IDH2","CD3G"
"452","SQRDL","CD3G"
"453","DNAJC7","CD3G"
"454","ECI2","CD3G"
"455","ACLY","CD3G"
"456","LGALS1","CD3G"
"457","HSD17B8","CD3G"
"458","ADD2","CD3G"
"459","LGALS3","CD3G"
"460","ITGAE","CD3G"
"461","GPR56","CD3G"
"462","RBPJ","CD3G"
"463","DDIT4","CD3G"
"464","ISG20","CD3G"
"465","RPS25","CD3G"
"466","CTSS","CD3G"
"467","NFKB2","CD3G"
"468","RASL12","CD3G"
"469","ATF4","CD3G"
"470","IFIT2","CD3G"
"471","PDE2A","CD3G"
"472","ANPEP","CD3G"
"473","BACE2","CD3G"
"474","TOP2A","CD3G"
"475","MYC","CD3G"
"476","ELF3","CD3G"
"477","HIST1H2BK","CD3G"
"478","FUBP3","CD3G"
"479","SH3BP5","CD3G"
"480","TSC22D3","CD3G"
"481","ALDOC","PTPN2"
"482","DFNA5","PTPN2"
"483","NET1","PTPN2"
"484","CBX1","PTPN2"
"485","FABP5","PTPN2"
"486","S100A10","PTPN2"
"487","GNAI1","PTPN2"
"488","SOX4","PTPN2"
"489","APP","PTPN2"
"490","C5orf13","PTPN2"
"491","NME1","PTPN2"
"492","AP2B1","PTPN2"
"493","VAMP8","PTPN2"
"494","MAP4K4","PTPN2"
"495","SAT1","PTPN2"
"496","CTNNA1","PTPN2"
"497","PKM2","PTPN2"
"498","RAB4A","PTPN2"
"499","IDH2","PTPN2"
"500","SQRDL","PTPN2"
"501","DNAJC7","PTPN2"
"502","ECI2","PTPN2"
"503","ACLY","PTPN2"
"504","LGALS1","PTPN2"
"505","HSD17B8","PTPN2"
"506","ADD2","PTPN2"
"507","LGALS3","PTPN2"
"508","ITGAE","PTPN2"
"509","GPR56","PTPN2"
"510","RBPJ","PTPN2"
"511","DDIT4","PTPN2"
"512","ISG20","PTPN2"
"513","RPS25","PTPN2"
"514","CTSS","PTPN2"
"515","NFKB2","PTPN2"
"516","RASL12","PTPN2"
"517","ATF4","PTPN2"
"518","IFIT2","PTPN2"
"519","PDE2A","PTPN2"
"520","ANPEP","PTPN2"
"521","BACE2","PTPN2"
"522","TOP2A","PTPN2"
"523","MYC","PTPN2"
"524","ELF3","PTPN2"
"525","HIST1H2BK","PTPN2"
"526","FUBP3","PTPN2"
"527","SH3BP5","PTPN2"
"528","TSC22D3","PTPN2"
"529","ALDOC","DENND1B"
"530","DFNA5","DENND1B"
"531","NET1","DENND1B"
"532","CBX1","DENND1B"
"533","FABP5","DENND1B"
"534","S100A10","DENND1B"
"535","GNAI1","DENND1B"
"536","SOX4","DENND1B"
"537","APP","DENND1B"
"538","C5orf13","DENND1B"
"539","NME1","DENND1B"
"540","AP2B1","DENND1B"
"541","VAMP8","DENND1B"
"542","MAP4K4","DENND1B"
"543","SAT1","DENND1B"
"544","CTNNA1","DENND1B"
"545","PKM2","DENND1B"
"546","RAB4A","DENND1B"
"547","IDH2","DENND1B"
"548","SQRDL","DENND1B"
"549","DNAJC7","DENND1B"
"550","ECI2","DENND1B"
"551","ACLY","DENND1B"
"552","LGALS1","DENND1B"
"553","HSD17B8","DENND1B"
"554","ADD2","DENND1B"
"555","LGALS3","DENND1B"
"556","ITGAE","DENND1B"
"557","GPR56","DENND1B"
"558","RBPJ","DENND1B"
"559","DDIT4","DENND1B"
"560","ISG20","DENND1B"
"561","RPS25","DENND1B"
"562","CTSS","DENND1B"
"563","NFKB2","DENND1B"
"564","RASL12","DENND1B"
"565","ATF4","DENND1B"
"566","IFIT2","DENND1B"
"567","PDE2A","DENND1B"
"568","ANPEP","DENND1B"
"569","BACE2","DENND1B"
"570","TOP2A","DENND1B"
"571","MYC","DENND1B"
"572","ELF3","DENND1B"
"573","HIST1H2BK","DENND1B"
"574","FUBP3","DENND1B"
"575","SH3BP5","DENND1B"
"576","TSC22D3","DENND1B"
"577","ALDOC","VAPA"
"578","DFNA5","VAPA"
"579","NET1","VAPA"
"580","CBX1","VAPA"
"581","FABP5","VAPA"
"582","S100A10","VAPA"
"583","GNAI1","VAPA"
"584","SOX4","VAPA"
"585","APP","VAPA"
"586","C5orf13","VAPA"
"587","NME1","VAPA"
"588","AP2B1","VAPA"
"589","VAMP8","VAPA"
"590","MAP4K4","VAPA"
"591","SAT1","VAPA"
"592","CTNNA1","VAPA"
"593","PKM2","VAPA"
"594","RAB4A","VAPA"
"595","IDH2","VAPA"
"596","SQRDL","VAPA"
"597","DNAJC7","VAPA"
"598","ECI2","VAPA"
"599","ACLY","VAPA"
"600","LGALS1","VAPA"
"601","HSD17B8","VAPA"
"602","ADD2","VAPA"
"603","LGALS3","VAPA"
"604","ITGAE","VAPA"
"605","GPR56","VAPA"
"606","RBPJ","VAPA"
"607","DDIT4","VAPA"
"608","ISG20","VAPA"
"609","RPS25","VAPA"
"610","CTSS","VAPA"
"611","NFKB2","VAPA"
"612","RASL12","VAPA"
"613","ATF4","VAPA"
"614","IFIT2","VAPA"
"615","PDE2A","VAPA"
"616","ANPEP","VAPA"
"617","BACE2","VAPA"
"618","TOP2A","VAPA"
"619","MYC","VAPA"
"620","ELF3","VAPA"
"621","HIST1H2BK","VAPA"
"622","FUBP3","VAPA"
"623","SH3BP5","VAPA"
"624","TSC22D3","VAPA"
"625","ALDOC","CCNC"
"626","DFNA5","CCNC"
"627","NET1","CCNC"
"628","CBX1","CCNC"
"629","FABP5","CCNC"
"630","S100A10","CCNC"
"631","GNAI1","CCNC"
"632","SOX4","CCNC"
"633","APP","CCNC"
"634","C5orf13","CCNC"
"635","NME1","CCNC"
"636","AP2B1","CCNC"
"637","VAMP8","CCNC"
"638","MAP4K4","CCNC"
"639","SAT1","CCNC"
"640","CTNNA1","CCNC"
"641","PKM2","CCNC"
"642","RAB4A","CCNC"
"643","IDH2","CCNC"
"644","SQRDL","CCNC"
"645","DNAJC7","CCNC"
"646","ECI2","CCNC"
"647","ACLY","CCNC"
"648","LGALS1","CCNC"
"649","HSD17B8","CCNC"
"650","ADD2","CCNC"
"651","LGALS3","CCNC"
"652","ITGAE","CCNC"
"653","GPR56","CCNC"
"654","RBPJ","CCNC"
"655","DDIT4","CCNC"
"656","ISG20","CCNC"
"657","RPS25","CCNC"
"658","CTSS","CCNC"
"659","NFKB2","CCNC"
"660","RASL12","CCNC"
"661","ATF4","CCNC"
"662","IFIT2","CCNC"
"663","PDE2A","CCNC"
"664","ANPEP","CCNC"
"665","BACE2","CCNC"
"666","TOP2A","CCNC"
"667","MYC","CCNC"
"668","ELF3","CCNC"
"669","HIST1H2BK","CCNC"
"670","FUBP3","CCNC"
"671","SH3BP5","CCNC"
"672","TSC22D3","CCNC"
"673","ALDOC","TMEM45A"
"674","DFNA5","TMEM45A"
"675","NET1","TMEM45A"
"676","CBX1","TMEM45A"
"677","FABP5","TMEM45A"
"678","S100A10","TMEM45A"
"679","GNAI1","TMEM45A"
"680","SOX4","TMEM45A"
"681","APP","TMEM45A"
"682","C5orf13","TMEM45A"
"683","NME1","TMEM45A"
"684","AP2B1","TMEM45A"
"685","VAMP8","TMEM45A"
"686","MAP4K4","TMEM45A"
"687","SAT1","TMEM45A"
"688","CTNNA1","TMEM45A"
"689","PKM2","TMEM45A"
"690","RAB4A","TMEM45A"
"691","IDH2","TMEM45A"
"692","SQRDL","TMEM45A"
"693","DNAJC7","TMEM45A"
"694","ECI2","TMEM45A"
"695","ACLY","TMEM45A"
"696","LGALS1","TMEM45A"
"697","HSD17B8","TMEM45A"
"698","ADD2","TMEM45A"
"699","LGALS3","TMEM45A"
"700","ITGAE","TMEM45A"
"701","GPR56","TMEM45A"
"702","RBPJ","TMEM45A"
"703","DDIT4","TMEM45A"
"704","ISG20","TMEM45A"
"705","RPS25","TMEM45A"
"706","CTSS","TMEM45A"
"707","NFKB2","TMEM45A"
"708","RASL12","TMEM45A"
"709","ATF4","TMEM45A"
"710","IFIT2","TMEM45A"
"711","PDE2A","TMEM45A"
"712","ANPEP","TMEM45A"
"713","BACE2","TMEM45A"
"714","TOP2A","TMEM45A"
"715","MYC","TMEM45A"
"716","ELF3","TMEM45A"
"717","HIST1H2BK","TMEM45A"
"718","FUBP3","TMEM45A"
"719","SH3BP5","TMEM45A"
"720","TSC22D3","TMEM45A"
"721","ALDOC","SERINC1"
"722","DFNA5","SERINC1"
"723","NET1","SERINC1"
"724","CBX1","SERINC1"
"725","FABP5","SERINC1"
"726","S100A10","SERINC1"
"727","GNAI1","SERINC1"
"728","SOX4","SERINC1"
"729","APP","SERINC1"
"730","C5orf13","SERINC1"
"731","NME1","SERINC1"
"732","AP2B1","SERINC1"
"733","VAMP8","SERINC1"
"734","MAP4K4","SERINC1"
"735","SAT1","SERINC1"
"736","CTNNA1","SERINC1"
"737","PKM2","SERINC1"
"738","RAB4A","SERINC1"
"739","IDH2","SERINC1"
"740","SQRDL","SERINC1"
"741","DNAJC7","SERINC1"
"742","ECI2","SERINC1"
"743","ACLY","SERINC1"
"744","LGALS1","SERINC1"
"745","HSD17B8","SERINC1"
"746","ADD2","SERINC1"
"747","LGALS3","SERINC1"
"748","ITGAE","SERINC1"
"749","GPR56","SERINC1"
"750","RBPJ","SERINC1"
"751","DDIT4","SERINC1"
"752","ISG20","SERINC1"
"753","RPS25","SERINC1"
"754","CTSS","SERINC1"
"755","NFKB2","SERINC1"
"756","RASL12","SERINC1"
"757","ATF4","SERINC1"
"758","IFIT2","SERINC1"
"759","PDE2A","SERINC1"
"760","ANPEP","SERINC1"
"761","BACE2","SERINC1"
"762","TOP2A","SERINC1"
"763","MYC","SERINC1"
"764","ELF3","SERINC1"
"765","HIST1H2BK","SERINC1"
"766","FUBP3","SERINC1"
"767","SH3BP5","SERINC1"
"768","TSC22D3","SERINC1"
"769","ALDOC","YPEL5"
"770","DFNA5","YPEL5"
"771","NET1","YPEL5"
"772","CBX1","YPEL5"
"773","FABP5","YPEL5"
"774","S100A10","YPEL5"
"775","GNAI1","YPEL5"
"776","SOX4","YPEL5"
"777","APP","YPEL5"
"778","C5orf13","YPEL5"
"779","NME1","YPEL5"
"780","AP2B1","YPEL5"
"781","VAMP8","YPEL5"
"782","MAP4K4","YPEL5"
"783","SAT1","YPEL5"
"784","CTNNA1","YPEL5"
"785","PKM2","YPEL5"
"786","RAB4A","YPEL5"
"787","IDH2","YPEL5"
"788","SQRDL","YPEL5"
"789","DNAJC7","YPEL5"
"790","ECI2","YPEL5"
"791","ACLY","YPEL5"
"792","LGALS1","YPEL5"
"793","HSD17B8","YPEL5"
"794","ADD2","YPEL5"
"795","LGALS3","YPEL5"
"796","ITGAE","YPEL5"
"797","GPR56","YPEL5"
"798","RBPJ","YPEL5"
"799","DDIT4","YPEL5"
"800","ISG20","YPEL5"
"801","RPS25","YPEL5"
"802","CTSS","YPEL5"
"803","NFKB2","YPEL5"
"804","RASL12","YPEL5"
"805","ATF4","YPEL5"
"806","IFIT2","YPEL5"
"807","PDE2A","YPEL5"
"808","ANPEP","YPEL5"
"809","BACE2","YPEL5"
"810","TOP2A","YPEL5"
"811","MYC","YPEL5"
"812","ELF3","YPEL5"
"813","HIST1H2BK","YPEL5"
"814","FUBP3","YPEL5"
"815","SH3BP5","YPEL5"
"816","TSC22D3","YPEL5"
"817","ALDOC","PRUNE2"
"818","DFNA5","PRUNE2"
"819","NET1","PRUNE2"
"820","CBX1","PRUNE2"
"821","FABP5","PRUNE2"
"822","S100A10","PRUNE2"
"823","GNAI1","PRUNE2"
"824","SOX4","PRUNE2"
"825","APP","PRUNE2"
"826","C5orf13","PRUNE2"
"827","NME1","PRUNE2"
"828","AP2B1","PRUNE2"
"829","VAMP8","PRUNE2"
"830","MAP4K4","PRUNE2"
"831","SAT1","PRUNE2"
"832","CTNNA1","PRUNE2"
"833","PKM2","PRUNE2"
"834","RAB4A","PRUNE2"
"835","IDH2","PRUNE2"
"836","SQRDL","PRUNE2"
"837","DNAJC7","PRUNE2"
"838","ECI2","PRUNE2"
"839","ACLY","PRUNE2"
"840","LGALS1","PRUNE2"
"841","HSD17B8","PRUNE2"
"842","ADD2","PRUNE2"
"843","LGALS3","PRUNE2"
"844","ITGAE","PRUNE2"
"845","GPR56","PRUNE2"
"846","RBPJ","PRUNE2"
"847","DDIT4","PRUNE2"
"848","ISG20","PRUNE2"
"849","RPS25","PRUNE2"
"850","CTSS","PRUNE2"
"851","NFKB2","PRUNE2"
"852","RASL12","PRUNE2"
"853","ATF4","PRUNE2"
"854","IFIT2","PRUNE2"
"855","PDE2A","PRUNE2"
"856","ANPEP","PRUNE2"
"857","BACE2","PRUNE2"
"858","TOP2A","PRUNE2"
"859","MYC","PRUNE2"
"860","ELF3","PRUNE2"
"861","HIST1H2BK","PRUNE2"
"862","FUBP3","PRUNE2"
"863","SH3BP5","PRUNE2"
"864","TSC22D3","PRUNE2"
"865","ALDOC","KHDRBS3"
"866","DFNA5","KHDRBS3"
"867","NET1","KHDRBS3"
"868","CBX1","KHDRBS3"
"869","FABP5","KHDRBS3"
"870","S100A10","KHDRBS3"
"871","GNAI1","KHDRBS3"
"872","SOX4","KHDRBS3"
"873","APP","KHDRBS3"
"874","C5orf13","KHDRBS3"
"875","NME1","KHDRBS3"
"876","AP2B1","KHDRBS3"
"877","VAMP8","KHDRBS3"
"878","MAP4K4","KHDRBS3"
"879","SAT1","KHDRBS3"
"880","CTNNA1","KHDRBS3"
"881","PKM2","KHDRBS3"
"882","RAB4A","KHDRBS3"
"883","IDH2","KHDRBS3"
"884","SQRDL","KHDRBS3"
"885","DNAJC7","KHDRBS3"
"886","ECI2","KHDRBS3"
"887","ACLY","KHDRBS3"
"888","LGALS1","KHDRBS3"
"889","HSD17B8","KHDRBS3"
"890","ADD2","KHDRBS3"
"891","LGALS3","KHDRBS3"
"892","ITGAE","KHDRBS3"
"893","GPR56","KHDRBS3"
"894","RBPJ","KHDRBS3"
"895","DDIT4","KHDRBS3"
"896","ISG20","KHDRBS3"
"897","RPS25","KHDRBS3"
"898","CTSS","KHDRBS3"
"899","NFKB2","KHDRBS3"
"900","RASL12","KHDRBS3"
"901","ATF4","KHDRBS3"
"902","IFIT2","KHDRBS3"
"903","PDE2A","KHDRBS3"
"904","ANPEP","KHDRBS3"
"905","BACE2","KHDRBS3"
"906","TOP2A","KHDRBS3"
"907","MYC","KHDRBS3"
"908","ELF3","KHDRBS3"
"909","HIST1H2BK","KHDRBS3"
"910","FUBP3","KHDRBS3"
"911","SH3BP5","KHDRBS3"
"912","TSC22D3","KHDRBS3"
"913","ALDOC","GZMA"
