"","proMYC","antiMYC"
"13054","TK1","CREB1"
"13055","TAF9","CREB1"
"13056","RUVBL2","CREB1"
"13057","HMGA1","CREB1"
"13058","KAT5","CREB1"
"13059","ENO1","CREB1"
"13060","CDC25A","CREB1"
"13061","E2F3","CREB1"
"13062","PRDX3","CREB1"
"13063","ODC1","CREB1"
"13064","PTMA","CREB1"
"13065","SNAI1","CREB1"
"13066","KAT2A","CREB1"
"13067","SERPINI1","CREB1"
"13068","HSP90AA1","CREB1"
"13069","MMP9","CREB1"
"13070","LIN28B","CREB1"
"13071","NME1","CREB1"
"13072","TERT","CREB1"
"13073","RPL11","CREB1"
"13074","PIM1","CREB1"
"13075","TAF10","CREB1"
"13076","RUVBL1","CREB1"
"13077","BMI1","CREB1"
"13078","SLC2A1","CREB1"
"13079","TAF12","CREB1"
"13080","BIRC5","CREB1"
"13081","BCAT1","CREB1"
"13082","KIR3DL1","CREB1"
"13083","SUPT7L","CREB1"
"13084","LDHA","CREB1"
"13085","TRRAP","CREB1"
"13086","IREB2","CREB1"
"13087","TP53","CREB1"
"13088","CAD","CREB1"
"13089","MTDH","CREB1"
"13090","FOSL1","CREB1"
"13091","GPAM","CREB1"
"13092","GAPDH","CREB1"
"13093","HSPA4","CREB1"
"13094","SUPT3H","CREB1"
"13095","POLR3D","CREB1"
"13096","SHMT1","CREB1"
"13097","CREBBP","CREB1"
"13098","CCND2","CREB1"
"13099","PEG10","CREB1"
"13100","EIF4G1","CREB1"
"13101","NBN","CREB1"
"13102","MYCT1","CREB1"
"13103","PDCD10","CREB1"
"13104","MINA","CREB1"
"13105","NDUFAF2","CREB1"
"13106","PMAIP1","CREB1"
"13107","HUWE1","CREB1"
"13108","ACTL6A","CREB1"
"13109","RCC1","CREB1"
"13110","NME2","CREB1"
"13111","CCNB1","CREB1"
"13112","CDCA7","CREB1"
"13113","UBTF","CREB1"
"13114","TFRC","CREB1"
"13115","EIF4A1","CREB1"
"13116","EIF4E","CREB1"
"13117","MTA1","CREB1"
"13118","EIF2S1","CREB1"
"13119","NDUFAF4","CREB1"
"13120","NOC4L","CREB1"
"13121","WDR43","CREB1"
"13122","TBRG4","CREB1"
"13123","NIP7","CREB1"
"13124","BYSL","CREB1"
"13125","PLK4","CREB1"
"13126","PPAN","CREB1"
"13127","RRP12","CREB1"
"13128","PPRC1","CREB1"
"13129","MCM5","CREB1"
"13130","CBX3","CREB1"
"13131","PLK1","CREB1"
"13132","MCM4","CREB1"
"13133","PRMT3","CREB1"
"13134","LAS1L","CREB1"
"13135","PUS1","CREB1"
"13136","HSPE1","CREB1"
"13137","DCTPP1","CREB1"
"13138","GRWD1","CREB1"
"13139","UNG","CREB1"
"13140","MPHOSPH10","CREB1"
"13141","ATP2B4","LGALS1"
"13142","EMP1","LGALS1"
"13143","PTRH2","LGALS1"
"13144","TUBA1A","LGALS1"
"13145","NGFR","LGALS1"
"13146","ADAMTS15","LGALS1"
"13147","DGKA","LGALS1"
"13148","C12orf66","LGALS1"
"13149","LSG1","LGALS1"
"13150","CIRH1A","LGALS1"
"13151","ZBED2","LGALS1"
"13152","UBE2D4","LGALS1"
"13153","RABEPK","LGALS1"
"13154","BCS1L","LGALS1"
"13155","ACSS2","LGALS1"
"13156","CDK4","LGALS1"
"13157","RHBDF1","LGALS1"
"13158","HK2","LGALS1"
"13159","RUNX1","LGALS1"
"13160","PFKM","LGALS1"
"13161","AIMP2","LGALS1"
"13162","LOC646762","LGALS1"
"13163","ERVMER341","LGALS1"
"13164","SFXN4","LGALS1"
"13165","SLC19A1","LGALS1"
"13166","MYBBP1A","LGALS1"
"13167","HIST1H2AC","LGALS1"
"13168","TGM1","LGALS1"
"13169","ADAM8","LGALS1"
"13170","NOLC1","LGALS1"
"13171","FGD6","LGALS1"
"13172","CCDC137","LGALS1"
"13173","FGF11","LGALS1"
"13174","CYTH2","LGALS1"
"13175","HSPD1","LGALS1"
"13176","PNPT1","LGALS1"
"13177","FLJ10661","LGALS1"
"13178","DCAF4","LGALS1"
"13179","DHODH","LGALS1"
"13180","TGM2","LGALS1"
"13181","COL5A1","LGALS1"
"13182","IRF9","LGALS1"
"13183","IPO4","LGALS1"
"13184","TNFAIP2","LGALS1"
"13185","TRMT1","LGALS1"
"13186","MCOLN2","LGALS1"
"13187","TCOF1","LGALS1"
"13188","GPD1L","LGALS1"
"13189","IMP4","LGALS1"
"13190","PCOLCE2","LGALS1"
"13191","FLAD1","LGALS1"
"13192","NOP56","LGALS1"
"13193","NFKB2","LGALS1"
"13194","OSBP2","LGALS1"
"13195","AKAP12","LGALS1"
"13196","C1orf51","LGALS1"
"13197","SPTAN1","LGALS1"
"13198","ALS2CL","LGALS1"
"13199","PMM2","LGALS1"
"13200","RNF213","LGALS1"
"13201","PHB","LGALS1"
"13202","C11orf48","LGALS1"
"13203","HSPA6","LGALS1"
"13204","PA2G4","LGALS1"
"13205","RRP9","LGALS1"
"13206","DDAH2","LGALS1"
"13207","DDX26B","LGALS1"
"13208","NLE1","LGALS1"
"13209","KCNQ5","LGALS1"
"13210","DDX28","LGALS1"
"13211","STMN3","LGALS1"
"13212","DDX10","LGALS1"
"13213","SORD","LGALS1"
"13214","UTP20","LGALS1"
"13215","TINF2","LGALS1"
"13216","TMEM97","LGALS1"
"13217","ZNF667","LGALS1"
"13218","TTLL12","LGALS1"
"13219","DAB2","LGALS1"
"13220","OR2A4","LGALS1"
"13221","PRR5","LGALS1"
"13222","MEG3","LGALS1"
"13223","FAM195A","LGALS1"
"13224","BID","LGALS1"
"13225","XPO5","LGALS1"
"13226","TRIOBP","LGALS1"
"13227","PLAU","LGALS1"
"13228","PLEKHG2","LGALS1"
"13229","KIAA1609","LGALS1"
"13230","FAM86B1","LGALS1"
"13231","MKNK1","LGALS1"
"13232","CDK2","LGALS1"
"13233","PLEC","LGALS1"
"13234","COL1A1","LGALS1"
"13235","MAP3K6","LGALS1"
"13236","UBIAD1","LGALS1"
"13237","ERBB3","LGALS1"
"13238","FARSA","LGALS1"
"13239","DTX2P1UPK3BP1PMS2P11","LGALS1"
"13240","AGPAT5","LGALS1"
"13241","PLD6","LGALS1"
"13242","ARNTL","LGALS1"
"13243","SLC6A8","LGALS1"
"13244","FAM168A","LGALS1"
"13245","LOC730755","LGALS1"
"13246","SMTN","LGALS1"
"13247","ABCC3","LGALS1"
"13248","PHF1","LGALS1"
"13249","NDE1","LGALS1"
"13250","DHRS1","LGALS1"
"13251","KHNYN","LGALS1"
"13252","EPS8L1","LGALS1"
"13253","ANGEL1","LGALS1"
"13254","GPR110","LGALS1"
"13255","COL8A2","LGALS1"
"13256","SORL1","LGALS1"
"13257","ANAPC1","LGALS1"
"13258","SESTD1","LGALS1"
"13259","RPP40","LGALS1"
"13260","FGFBP1","LGALS1"
"13261","NUFIP1","LGALS1"
"13262","ERCC1","LGALS1"
"13263","ALG3","LGALS1"
"13264","MTMR11","LGALS1"
"13265","CCNG2","LGALS1"
"13266","NLRP1","LGALS1"
"13267","ABL2","LGALS1"
"13268","SRM","LGALS1"
"13269","SCFD2","LGALS1"
"13270","GNL3","LGALS1"
"13271","GPATCH4","LGALS1"
"13272","ALDH1B1","LGALS1"
"13273","PAICS","LGALS1"
"13274","NOL6","LGALS1"
"13275","VMP1","LGALS1"
"13276","NTF4","LGALS1"
"13277","NCL","LGALS1"
"13278","SLC12A8","LGALS1"
"13279","HS6ST2","LGALS1"
"13280","GPRC5A","LGALS1"
"13281","NIT1","LGALS1"
"13282","FAM193B","LGALS1"
"13283","DUOX1","LGALS1"
"13284","BOP1","LGALS1"
"13285","MST1R","LGALS1"
"13286","WSB1","LGALS1"
"13287","GOLGA2","LGALS1"
"13288","LTBP2","LGALS1"
"13289","AHNAK","LGALS1"
"13290","LINC00173","LGALS1"
"13291","GEMIN5","LGALS1"
"13292","PC","LGALS1"
"13293","MICAL1","LGALS1"
"13294","BEND3","LGALS1"
"13295","MIR21","LGALS1"
"13296","DUSP22","LGALS1"
"13297","CGN","LGALS1"
"13298","C10orf2","LGALS1"
"13299","SUPV3L1","LGALS1"
"13300","DIEXF","LGALS1"
"13301","FCHSD1","LGALS1"
"13302","VAMP1","LGALS1"
"13303","YPEL3","LGALS1"
"13304","CDCA8","LGALS1"
"13305","TAF4B","LGALS1"
"13306","CCDC78","LGALS1"
"13307","FAM100A","LGALS1"
"13308","NPM1","LGALS1"
"13309","TFB2M","LGALS1"
"13310","DKC1","LGALS1"
"13311","PDLIM7","LGALS1"
"13312","DUSP2","LGALS1"
"13313","ARNTL2","LGALS1"
"13314","PES1","LGALS1"
"13315","SSH3","LGALS1"
"13316","FARSB","LGALS1"
"13317","C19orf48","LGALS1"
"13318","C20orf27","LGALS1"
"13319","WDR12","LGALS1"
"13320","SERPINB1","LGALS1"
"13321","MON1A","LGALS1"
"13322","SMURF1","LGALS1"
"13323","PCYOX1L","LGALS1"
"13324","NRP1","LGALS1"
"13325","SLC6A15","LGALS1"
"13326","MRTO4","LGALS1"
"13327","FAM86C1","LGALS1"
"13328","ATIC","LGALS1"
"13329","SLITRK6","LGALS1"
"13330","B7H6","LGALS1"
"13331","CCDC86","LGALS1"
"13332","SLC29A2","LGALS1"
"13333","SNHG1","LGALS1"
"13334","LAMC2","LGALS1"
"13335","DDX18","LGALS1"
"13336","EXOSC5","LGALS1"
"13337","ECE2","LGALS1"
"13338","NOP16","LGALS1"
"13339","WDR74","LGALS1"
"13340","UTP14A","LGALS1"
"13341","NOP2","LGALS1"
"13342","METTL1","LGALS1"
"13343","RCL1","LGALS1"
"13344","PDP1","LGALS1"
"13345","BAX","LGALS1"
"13346","TK1","LGALS1"
"13347","TAF9","LGALS1"
"13348","RUVBL2","LGALS1"
"13349","HMGA1","LGALS1"
"13350","KAT5","LGALS1"
"13351","ENO1","LGALS1"
"13352","CDC25A","LGALS1"
"13353","E2F3","LGALS1"
"13354","PRDX3","LGALS1"
"13355","ODC1","LGALS1"
"13356","PTMA","LGALS1"
"13357","SNAI1","LGALS1"
"13358","KAT2A","LGALS1"
"13359","SERPINI1","LGALS1"
"13360","HSP90AA1","LGALS1"
"13361","MMP9","LGALS1"
"13362","LIN28B","LGALS1"
"13363","NME1","LGALS1"
"13364","TERT","LGALS1"
"13365","RPL11","LGALS1"
"13366","PIM1","LGALS1"
"13367","TAF10","LGALS1"
"13368","RUVBL1","LGALS1"
"13369","BMI1","LGALS1"
"13370","SLC2A1","LGALS1"
"13371","TAF12","LGALS1"
"13372","BIRC5","LGALS1"
"13373","BCAT1","LGALS1"
"13374","KIR3DL1","LGALS1"
"13375","SUPT7L","LGALS1"
"13376","LDHA","LGALS1"
"13377","TRRAP","LGALS1"
"13378","IREB2","LGALS1"
"13379","TP53","LGALS1"
"13380","CAD","LGALS1"
"13381","MTDH","LGALS1"
"13382","FOSL1","LGALS1"
"13383","GPAM","LGALS1"
"13384","GAPDH","LGALS1"
"13385","HSPA4","LGALS1"
"13386","SUPT3H","LGALS1"
"13387","POLR3D","LGALS1"
"13388","SHMT1","LGALS1"
"13389","CREBBP","LGALS1"
"13390","CCND2","LGALS1"
"13391","PEG10","LGALS1"
"13392","EIF4G1","LGALS1"
"13393","NBN","LGALS1"
"13394","MYCT1","LGALS1"
"13395","PDCD10","LGALS1"
"13396","MINA","LGALS1"
"13397","NDUFAF2","LGALS1"
"13398","PMAIP1","LGALS1"
"13399","HUWE1","LGALS1"
"13400","ACTL6A","LGALS1"
"13401","RCC1","LGALS1"
"13402","NME2","LGALS1"
"13403","CCNB1","LGALS1"
"13404","CDCA7","LGALS1"
"13405","UBTF","LGALS1"
"13406","TFRC","LGALS1"
"13407","EIF4A1","LGALS1"
"13408","EIF4E","LGALS1"
"13409","MTA1","LGALS1"
"13410","EIF2S1","LGALS1"
"13411","NDUFAF4","LGALS1"
"13412","NOC4L","LGALS1"
"13413","WDR43","LGALS1"
"13414","TBRG4","LGALS1"
"13415","NIP7","LGALS1"
"13416","BYSL","LGALS1"
"13417","PLK4","LGALS1"
"13418","PPAN","LGALS1"
"13419","RRP12","LGALS1"
"13420","PPRC1","LGALS1"
"13421","MCM5","LGALS1"
"13422","CBX3","LGALS1"
"13423","PLK1","LGALS1"
"13424","MCM4","LGALS1"
"13425","PRMT3","LGALS1"
"13426","LAS1L","LGALS1"
"13427","PUS1","LGALS1"
"13428","HSPE1","LGALS1"
"13429","DCTPP1","LGALS1"
"13430","GRWD1","LGALS1"
"13431","UNG","LGALS1"
"13432","MPHOSPH10","LGALS1"
"13433","ATP2B4","PPP2R4"
"13434","EMP1","PPP2R4"
"13435","PTRH2","PPP2R4"
"13436","TUBA1A","PPP2R4"
"13437","NGFR","PPP2R4"
"13438","ADAMTS15","PPP2R4"
"13439","DGKA","PPP2R4"
"13440","C12orf66","PPP2R4"
"13441","LSG1","PPP2R4"
"13442","CIRH1A","PPP2R4"
"13443","ZBED2","PPP2R4"
"13444","UBE2D4","PPP2R4"
"13445","RABEPK","PPP2R4"
"13446","BCS1L","PPP2R4"
"13447","ACSS2","PPP2R4"
"13448","CDK4","PPP2R4"
"13449","RHBDF1","PPP2R4"
"13450","HK2","PPP2R4"
"13451","RUNX1","PPP2R4"
"13452","PFKM","PPP2R4"
"13453","AIMP2","PPP2R4"
"13454","LOC646762","PPP2R4"
"13455","ERVMER341","PPP2R4"
"13456","SFXN4","PPP2R4"
"13457","SLC19A1","PPP2R4"
"13458","MYBBP1A","PPP2R4"
"13459","HIST1H2AC","PPP2R4"
"13460","TGM1","PPP2R4"
"13461","ADAM8","PPP2R4"
"13462","NOLC1","PPP2R4"
"13463","FGD6","PPP2R4"
"13464","CCDC137","PPP2R4"
"13465","FGF11","PPP2R4"
"13466","CYTH2","PPP2R4"
"13467","HSPD1","PPP2R4"
"13468","PNPT1","PPP2R4"
"13469","FLJ10661","PPP2R4"
"13470","DCAF4","PPP2R4"
"13471","DHODH","PPP2R4"
"13472","TGM2","PPP2R4"
"13473","COL5A1","PPP2R4"
"13474","IRF9","PPP2R4"
"13475","IPO4","PPP2R4"
"13476","TNFAIP2","PPP2R4"
"13477","TRMT1","PPP2R4"
"13478","MCOLN2","PPP2R4"
"13479","TCOF1","PPP2R4"
"13480","GPD1L","PPP2R4"
"13481","IMP4","PPP2R4"
"13482","PCOLCE2","PPP2R4"
"13483","FLAD1","PPP2R4"
"13484","NOP56","PPP2R4"
"13485","NFKB2","PPP2R4"
"13486","OSBP2","PPP2R4"
"13487","AKAP12","PPP2R4"
"13488","C1orf51","PPP2R4"
"13489","SPTAN1","PPP2R4"
"13490","ALS2CL","PPP2R4"
"13491","PMM2","PPP2R4"
"13492","RNF213","PPP2R4"
"13493","PHB","PPP2R4"
"13494","C11orf48","PPP2R4"
"13495","HSPA6","PPP2R4"
"13496","PA2G4","PPP2R4"
"13497","RRP9","PPP2R4"
"13498","DDAH2","PPP2R4"
"13499","DDX26B","PPP2R4"
"13500","NLE1","PPP2R4"
"13501","KCNQ5","PPP2R4"
"13502","DDX28","PPP2R4"
"13503","STMN3","PPP2R4"
"13504","DDX10","PPP2R4"
"13505","SORD","PPP2R4"
"13506","UTP20","PPP2R4"
"13507","TINF2","PPP2R4"
"13508","TMEM97","PPP2R4"
"13509","ZNF667","PPP2R4"
"13510","TTLL12","PPP2R4"
"13511","DAB2","PPP2R4"
"13512","OR2A4","PPP2R4"
"13513","PRR5","PPP2R4"
"13514","MEG3","PPP2R4"
"13515","FAM195A","PPP2R4"
"13516","BID","PPP2R4"
"13517","XPO5","PPP2R4"
"13518","TRIOBP","PPP2R4"
"13519","PLAU","PPP2R4"
"13520","PLEKHG2","PPP2R4"
"13521","KIAA1609","PPP2R4"
"13522","FAM86B1","PPP2R4"
"13523","MKNK1","PPP2R4"
"13524","CDK2","PPP2R4"
"13525","PLEC","PPP2R4"
"13526","COL1A1","PPP2R4"
"13527","MAP3K6","PPP2R4"
"13528","UBIAD1","PPP2R4"
"13529","ERBB3","PPP2R4"
"13530","FARSA","PPP2R4"
"13531","DTX2P1UPK3BP1PMS2P11","PPP2R4"
"13532","AGPAT5","PPP2R4"
"13533","PLD6","PPP2R4"
"13534","ARNTL","PPP2R4"
"13535","SLC6A8","PPP2R4"
"13536","FAM168A","PPP2R4"
"13537","LOC730755","PPP2R4"
"13538","SMTN","PPP2R4"
"13539","ABCC3","PPP2R4"
"13540","PHF1","PPP2R4"
"13541","NDE1","PPP2R4"
"13542","DHRS1","PPP2R4"
"13543","KHNYN","PPP2R4"
"13544","EPS8L1","PPP2R4"
"13545","ANGEL1","PPP2R4"
"13546","GPR110","PPP2R4"
"13547","COL8A2","PPP2R4"
"13548","SORL1","PPP2R4"
"13549","ANAPC1","PPP2R4"
"13550","SESTD1","PPP2R4"
"13551","RPP40","PPP2R4"
"13552","FGFBP1","PPP2R4"
"13553","NUFIP1","PPP2R4"
"13554","ERCC1","PPP2R4"
"13555","ALG3","PPP2R4"
"13556","MTMR11","PPP2R4"
"13557","CCNG2","PPP2R4"
"13558","NLRP1","PPP2R4"
"13559","ABL2","PPP2R4"
"13560","SRM","PPP2R4"
"13561","SCFD2","PPP2R4"
"13562","GNL3","PPP2R4"
"13563","GPATCH4","PPP2R4"
"13564","ALDH1B1","PPP2R4"
"13565","PAICS","PPP2R4"
"13566","NOL6","PPP2R4"
"13567","VMP1","PPP2R4"
"13568","NTF4","PPP2R4"
"13569","NCL","PPP2R4"
"13570","SLC12A8","PPP2R4"
"13571","HS6ST2","PPP2R4"
"13572","GPRC5A","PPP2R4"
"13573","NIT1","PPP2R4"
"13574","FAM193B","PPP2R4"
"13575","DUOX1","PPP2R4"
"13576","BOP1","PPP2R4"
"13577","MST1R","PPP2R4"
"13578","WSB1","PPP2R4"
"13579","GOLGA2","PPP2R4"
"13580","LTBP2","PPP2R4"
"13581","AHNAK","PPP2R4"
"13582","LINC00173","PPP2R4"
"13583","GEMIN5","PPP2R4"
"13584","PC","PPP2R4"
"13585","MICAL1","PPP2R4"
"13586","BEND3","PPP2R4"
"13587","MIR21","PPP2R4"
"13588","DUSP22","PPP2R4"
"13589","CGN","PPP2R4"
"13590","C10orf2","PPP2R4"
"13591","SUPV3L1","PPP2R4"
"13592","DIEXF","PPP2R4"
"13593","FCHSD1","PPP2R4"
"13594","VAMP1","PPP2R4"
"13595","YPEL3","PPP2R4"
"13596","CDCA8","PPP2R4"
"13597","TAF4B","PPP2R4"
"13598","CCDC78","PPP2R4"
"13599","FAM100A","PPP2R4"
"13600","NPM1","PPP2R4"
"13601","TFB2M","PPP2R4"
"13602","DKC1","PPP2R4"
"13603","PDLIM7","PPP2R4"
"13604","DUSP2","PPP2R4"
"13605","ARNTL2","PPP2R4"
"13606","PES1","PPP2R4"
"13607","SSH3","PPP2R4"
"13608","FARSB","PPP2R4"
"13609","C19orf48","PPP2R4"
"13610","C20orf27","PPP2R4"
"13611","WDR12","PPP2R4"
"13612","SERPINB1","PPP2R4"
"13613","MON1A","PPP2R4"
"13614","SMURF1","PPP2R4"
"13615","PCYOX1L","PPP2R4"
"13616","NRP1","PPP2R4"
"13617","SLC6A15","PPP2R4"
"13618","MRTO4","PPP2R4"
"13619","FAM86C1","PPP2R4"
"13620","ATIC","PPP2R4"
"13621","SLITRK6","PPP2R4"
"13622","B7H6","PPP2R4"
"13623","CCDC86","PPP2R4"
"13624","SLC29A2","PPP2R4"
"13625","SNHG1","PPP2R4"
"13626","LAMC2","PPP2R4"
"13627","DDX18","PPP2R4"
"13628","EXOSC5","PPP2R4"
"13629","ECE2","PPP2R4"
"13630","NOP16","PPP2R4"
"13631","WDR74","PPP2R4"
"13632","UTP14A","PPP2R4"
"13633","NOP2","PPP2R4"
"13634","METTL1","PPP2R4"
"13635","RCL1","PPP2R4"
"13636","PDP1","PPP2R4"
"13637","BAX","PPP2R4"
"13638","TK1","PPP2R4"
"13639","TAF9","PPP2R4"
"13640","RUVBL2","PPP2R4"
"13641","HMGA1","PPP2R4"
"13642","KAT5","PPP2R4"
"13643","ENO1","PPP2R4"
"13644","CDC25A","PPP2R4"
"13645","E2F3","PPP2R4"
"13646","PRDX3","PPP2R4"
"13647","ODC1","PPP2R4"
"13648","PTMA","PPP2R4"
"13649","SNAI1","PPP2R4"
"13650","KAT2A","PPP2R4"
"13651","SERPINI1","PPP2R4"
"13652","HSP90AA1","PPP2R4"
"13653","MMP9","PPP2R4"
"13654","LIN28B","PPP2R4"
"13655","NME1","PPP2R4"
"13656","TERT","PPP2R4"
"13657","RPL11","PPP2R4"
"13658","PIM1","PPP2R4"
"13659","TAF10","PPP2R4"
"13660","RUVBL1","PPP2R4"
"13661","BMI1","PPP2R4"
"13662","SLC2A1","PPP2R4"
"13663","TAF12","PPP2R4"
"13664","BIRC5","PPP2R4"
"13665","BCAT1","PPP2R4"
"13666","KIR3DL1","PPP2R4"
"13667","SUPT7L","PPP2R4"
"13668","LDHA","PPP2R4"
"13669","TRRAP","PPP2R4"
"13670","IREB2","PPP2R4"
"13671","TP53","PPP2R4"
"13672","CAD","PPP2R4"
"13673","MTDH","PPP2R4"
"13674","FOSL1","PPP2R4"
"13675","GPAM","PPP2R4"
"13676","GAPDH","PPP2R4"
"13677","HSPA4","PPP2R4"
"13678","SUPT3H","PPP2R4"
"13679","POLR3D","PPP2R4"
"13680","SHMT1","PPP2R4"
"13681","CREBBP","PPP2R4"
"13682","CCND2","PPP2R4"
"13683","PEG10","PPP2R4"
"13684","EIF4G1","PPP2R4"
"13685","NBN","PPP2R4"
"13686","MYCT1","PPP2R4"
"13687","PDCD10","PPP2R4"
"13688","MINA","PPP2R4"
"13689","NDUFAF2","PPP2R4"
"13690","PMAIP1","PPP2R4"
"13691","HUWE1","PPP2R4"
"13692","ACTL6A","PPP2R4"
"13693","RCC1","PPP2R4"
"13694","NME2","PPP2R4"
"13695","CCNB1","PPP2R4"
"13696","CDCA7","PPP2R4"
"13697","UBTF","PPP2R4"
"13698","TFRC","PPP2R4"
"13699","EIF4A1","PPP2R4"
"13700","EIF4E","PPP2R4"
"13701","MTA1","PPP2R4"
"13702","EIF2S1","PPP2R4"
"13703","NDUFAF4","PPP2R4"
"13704","NOC4L","PPP2R4"
"13705","WDR43","PPP2R4"
"13706","TBRG4","PPP2R4"
"13707","NIP7","PPP2R4"
"13708","BYSL","PPP2R4"
"13709","PLK4","PPP2R4"
"13710","PPAN","PPP2R4"
"13711","RRP12","PPP2R4"
"13712","PPRC1","PPP2R4"
"13713","MCM5","PPP2R4"
"13714","CBX3","PPP2R4"
"13715","PLK1","PPP2R4"
"13716","MCM4","PPP2R4"
"13717","PRMT3","PPP2R4"
"13718","LAS1L","PPP2R4"
"13719","PUS1","PPP2R4"
"13720","HSPE1","PPP2R4"
"13721","DCTPP1","PPP2R4"
"13722","GRWD1","PPP2R4"
"13723","UNG","PPP2R4"
"13724","MPHOSPH10","PPP2R4"
"13725","ATP2B4","DNTT"
"13726","EMP1","DNTT"
"13727","PTRH2","DNTT"
"13728","TUBA1A","DNTT"
"13729","NGFR","DNTT"
"13730","ADAMTS15","DNTT"
"13731","DGKA","DNTT"
"13732","C12orf66","DNTT"
"13733","LSG1","DNTT"
"13734","CIRH1A","DNTT"
"13735","ZBED2","DNTT"
"13736","UBE2D4","DNTT"
"13737","RABEPK","DNTT"
"13738","BCS1L","DNTT"
"13739","ACSS2","DNTT"
"13740","CDK4","DNTT"
"13741","RHBDF1","DNTT"
"13742","HK2","DNTT"
"13743","RUNX1","DNTT"
"13744","PFKM","DNTT"
"13745","AIMP2","DNTT"
"13746","LOC646762","DNTT"
"13747","ERVMER341","DNTT"
"13748","SFXN4","DNTT"
"13749","SLC19A1","DNTT"
"13750","MYBBP1A","DNTT"
"13751","HIST1H2AC","DNTT"
"13752","TGM1","DNTT"
"13753","ADAM8","DNTT"
"13754","NOLC1","DNTT"
"13755","FGD6","DNTT"
"13756","CCDC137","DNTT"
"13757","FGF11","DNTT"
"13758","CYTH2","DNTT"
"13759","HSPD1","DNTT"
"13760","PNPT1","DNTT"
"13761","FLJ10661","DNTT"
"13762","DCAF4","DNTT"
"13763","DHODH","DNTT"
"13764","TGM2","DNTT"
"13765","COL5A1","DNTT"
"13766","IRF9","DNTT"
"13767","IPO4","DNTT"
"13768","TNFAIP2","DNTT"
"13769","TRMT1","DNTT"
"13770","MCOLN2","DNTT"
"13771","TCOF1","DNTT"
"13772","GPD1L","DNTT"
"13773","IMP4","DNTT"
"13774","PCOLCE2","DNTT"
"13775","FLAD1","DNTT"
"13776","NOP56","DNTT"
"13777","NFKB2","DNTT"
"13778","OSBP2","DNTT"
"13779","AKAP12","DNTT"
"13780","C1orf51","DNTT"
"13781","SPTAN1","DNTT"
"13782","ALS2CL","DNTT"
"13783","PMM2","DNTT"
"13784","RNF213","DNTT"
"13785","PHB","DNTT"
"13786","C11orf48","DNTT"
"13787","HSPA6","DNTT"
"13788","PA2G4","DNTT"
"13789","RRP9","DNTT"
"13790","DDAH2","DNTT"
"13791","DDX26B","DNTT"
"13792","NLE1","DNTT"
"13793","KCNQ5","DNTT"
"13794","DDX28","DNTT"
"13795","STMN3","DNTT"
"13796","DDX10","DNTT"
"13797","SORD","DNTT"
"13798","UTP20","DNTT"
"13799","TINF2","DNTT"
"13800","TMEM97","DNTT"
"13801","ZNF667","DNTT"
"13802","TTLL12","DNTT"
"13803","DAB2","DNTT"
"13804","OR2A4","DNTT"
"13805","PRR5","DNTT"
"13806","MEG3","DNTT"
"13807","FAM195A","DNTT"
"13808","BID","DNTT"
"13809","XPO5","DNTT"
"13810","TRIOBP","DNTT"
"13811","PLAU","DNTT"
"13812","PLEKHG2","DNTT"
"13813","KIAA1609","DNTT"
"13814","FAM86B1","DNTT"
"13815","MKNK1","DNTT"
"13816","CDK2","DNTT"
"13817","PLEC","DNTT"
"13818","COL1A1","DNTT"
"13819","MAP3K6","DNTT"
"13820","UBIAD1","DNTT"
"13821","ERBB3","DNTT"
"13822","FARSA","DNTT"
"13823","DTX2P1UPK3BP1PMS2P11","DNTT"
"13824","AGPAT5","DNTT"
"13825","PLD6","DNTT"
"13826","ARNTL","DNTT"
"13827","SLC6A8","DNTT"
"13828","FAM168A","DNTT"
"13829","LOC730755","DNTT"
"13830","SMTN","DNTT"
"13831","ABCC3","DNTT"
"13832","PHF1","DNTT"
"13833","NDE1","DNTT"
"13834","DHRS1","DNTT"
"13835","KHNYN","DNTT"
"13836","EPS8L1","DNTT"
"13837","ANGEL1","DNTT"
"13838","GPR110","DNTT"
"13839","COL8A2","DNTT"
"13840","SORL1","DNTT"
"13841","ANAPC1","DNTT"
"13842","SESTD1","DNTT"
"13843","RPP40","DNTT"
"13844","FGFBP1","DNTT"
"13845","NUFIP1","DNTT"
"13846","ERCC1","DNTT"
"13847","ALG3","DNTT"
"13848","MTMR11","DNTT"
"13849","CCNG2","DNTT"
"13850","NLRP1","DNTT"
"13851","ABL2","DNTT"
"13852","SRM","DNTT"
"13853","SCFD2","DNTT"
"13854","GNL3","DNTT"
"13855","GPATCH4","DNTT"
"13856","ALDH1B1","DNTT"
"13857","PAICS","DNTT"
"13858","NOL6","DNTT"
"13859","VMP1","DNTT"
"13860","NTF4","DNTT"
"13861","NCL","DNTT"
"13862","SLC12A8","DNTT"
"13863","HS6ST2","DNTT"
"13864","GPRC5A","DNTT"
"13865","NIT1","DNTT"
"13866","FAM193B","DNTT"
"13867","DUOX1","DNTT"
"13868","BOP1","DNTT"
"13869","MST1R","DNTT"
"13870","WSB1","DNTT"
"13871","GOLGA2","DNTT"
"13872","LTBP2","DNTT"
"13873","AHNAK","DNTT"
"13874","LINC00173","DNTT"
"13875","GEMIN5","DNTT"
"13876","PC","DNTT"
"13877","MICAL1","DNTT"
"13878","BEND3","DNTT"
"13879","MIR21","DNTT"
"13880","DUSP22","DNTT"
