"","proMYC","antiMYC"
"13881","CGN","DNTT"
"13882","C10orf2","DNTT"
"13883","SUPV3L1","DNTT"
"13884","DIEXF","DNTT"
"13885","FCHSD1","DNTT"
"13886","VAMP1","DNTT"
"13887","YPEL3","DNTT"
"13888","CDCA8","DNTT"
"13889","TAF4B","DNTT"
"13890","CCDC78","DNTT"
"13891","FAM100A","DNTT"
"13892","NPM1","DNTT"
"13893","TFB2M","DNTT"
"13894","DKC1","DNTT"
"13895","PDLIM7","DNTT"
"13896","DUSP2","DNTT"
"13897","ARNTL2","DNTT"
"13898","PES1","DNTT"
"13899","SSH3","DNTT"
"13900","FARSB","DNTT"
"13901","C19orf48","DNTT"
"13902","C20orf27","DNTT"
"13903","WDR12","DNTT"
"13904","SERPINB1","DNTT"
"13905","MON1A","DNTT"
"13906","SMURF1","DNTT"
"13907","PCYOX1L","DNTT"
"13908","NRP1","DNTT"
"13909","SLC6A15","DNTT"
"13910","MRTO4","DNTT"
"13911","FAM86C1","DNTT"
"13912","ATIC","DNTT"
"13913","SLITRK6","DNTT"
"13914","B7H6","DNTT"
"13915","CCDC86","DNTT"
"13916","SLC29A2","DNTT"
"13917","SNHG1","DNTT"
"13918","LAMC2","DNTT"
"13919","DDX18","DNTT"
"13920","EXOSC5","DNTT"
"13921","ECE2","DNTT"
"13922","NOP16","DNTT"
"13923","WDR74","DNTT"
"13924","UTP14A","DNTT"
"13925","NOP2","DNTT"
"13926","METTL1","DNTT"
"13927","RCL1","DNTT"
"13928","PDP1","DNTT"
"13929","BAX","DNTT"
"13930","TK1","DNTT"
"13931","TAF9","DNTT"
"13932","RUVBL2","DNTT"
"13933","HMGA1","DNTT"
"13934","KAT5","DNTT"
"13935","ENO1","DNTT"
"13936","CDC25A","DNTT"
"13937","E2F3","DNTT"
"13938","PRDX3","DNTT"
"13939","ODC1","DNTT"
"13940","PTMA","DNTT"
"13941","SNAI1","DNTT"
"13942","KAT2A","DNTT"
"13943","SERPINI1","DNTT"
"13944","HSP90AA1","DNTT"
"13945","MMP9","DNTT"
"13946","LIN28B","DNTT"
"13947","NME1","DNTT"
"13948","TERT","DNTT"
"13949","RPL11","DNTT"
"13950","PIM1","DNTT"
"13951","TAF10","DNTT"
"13952","RUVBL1","DNTT"
"13953","BMI1","DNTT"
"13954","SLC2A1","DNTT"
"13955","TAF12","DNTT"
"13956","BIRC5","DNTT"
"13957","BCAT1","DNTT"
"13958","KIR3DL1","DNTT"
"13959","SUPT7L","DNTT"
"13960","LDHA","DNTT"
"13961","TRRAP","DNTT"
"13962","IREB2","DNTT"
"13963","TP53","DNTT"
"13964","CAD","DNTT"
"13965","MTDH","DNTT"
"13966","FOSL1","DNTT"
"13967","GPAM","DNTT"
"13968","GAPDH","DNTT"
"13969","HSPA4","DNTT"
"13970","SUPT3H","DNTT"
"13971","POLR3D","DNTT"
"13972","SHMT1","DNTT"
"13973","CREBBP","DNTT"
"13974","CCND2","DNTT"
"13975","PEG10","DNTT"
"13976","EIF4G1","DNTT"
"13977","NBN","DNTT"
"13978","MYCT1","DNTT"
"13979","PDCD10","DNTT"
"13980","MINA","DNTT"
"13981","NDUFAF2","DNTT"
"13982","PMAIP1","DNTT"
"13983","HUWE1","DNTT"
"13984","ACTL6A","DNTT"
"13985","RCC1","DNTT"
"13986","NME2","DNTT"
"13987","CCNB1","DNTT"
"13988","CDCA7","DNTT"
"13989","UBTF","DNTT"
"13990","TFRC","DNTT"
"13991","EIF4A1","DNTT"
"13992","EIF4E","DNTT"
"13993","MTA1","DNTT"
"13994","EIF2S1","DNTT"
"13995","NDUFAF4","DNTT"
"13996","NOC4L","DNTT"
"13997","WDR43","DNTT"
"13998","TBRG4","DNTT"
"13999","NIP7","DNTT"
"14000","BYSL","DNTT"
"14001","PLK4","DNTT"
"14002","PPAN","DNTT"
"14003","RRP12","DNTT"
"14004","PPRC1","DNTT"
"14005","MCM5","DNTT"
"14006","CBX3","DNTT"
"14007","PLK1","DNTT"
"14008","MCM4","DNTT"
"14009","PRMT3","DNTT"
"14010","LAS1L","DNTT"
"14011","PUS1","DNTT"
"14012","HSPE1","DNTT"
"14013","DCTPP1","DNTT"
"14014","GRWD1","DNTT"
"14015","UNG","DNTT"
"14016","MPHOSPH10","DNTT"
"14017","ATP2B4","FOXO3"
"14018","EMP1","FOXO3"
"14019","PTRH2","FOXO3"
"14020","TUBA1A","FOXO3"
"14021","NGFR","FOXO3"
"14022","ADAMTS15","FOXO3"
"14023","DGKA","FOXO3"
"14024","C12orf66","FOXO3"
"14025","LSG1","FOXO3"
"14026","CIRH1A","FOXO3"
"14027","ZBED2","FOXO3"
"14028","UBE2D4","FOXO3"
"14029","RABEPK","FOXO3"
"14030","BCS1L","FOXO3"
"14031","ACSS2","FOXO3"
"14032","CDK4","FOXO3"
"14033","RHBDF1","FOXO3"
"14034","HK2","FOXO3"
"14035","RUNX1","FOXO3"
"14036","PFKM","FOXO3"
"14037","AIMP2","FOXO3"
"14038","LOC646762","FOXO3"
"14039","ERVMER341","FOXO3"
"14040","SFXN4","FOXO3"
"14041","SLC19A1","FOXO3"
"14042","MYBBP1A","FOXO3"
"14043","HIST1H2AC","FOXO3"
"14044","TGM1","FOXO3"
"14045","ADAM8","FOXO3"
"14046","NOLC1","FOXO3"
"14047","FGD6","FOXO3"
"14048","CCDC137","FOXO3"
"14049","FGF11","FOXO3"
"14050","CYTH2","FOXO3"
"14051","HSPD1","FOXO3"
"14052","PNPT1","FOXO3"
"14053","FLJ10661","FOXO3"
"14054","DCAF4","FOXO3"
"14055","DHODH","FOXO3"
"14056","TGM2","FOXO3"
"14057","COL5A1","FOXO3"
"14058","IRF9","FOXO3"
"14059","IPO4","FOXO3"
"14060","TNFAIP2","FOXO3"
"14061","TRMT1","FOXO3"
"14062","MCOLN2","FOXO3"
"14063","TCOF1","FOXO3"
"14064","GPD1L","FOXO3"
"14065","IMP4","FOXO3"
"14066","PCOLCE2","FOXO3"
"14067","FLAD1","FOXO3"
"14068","NOP56","FOXO3"
"14069","NFKB2","FOXO3"
"14070","OSBP2","FOXO3"
"14071","AKAP12","FOXO3"
"14072","C1orf51","FOXO3"
"14073","SPTAN1","FOXO3"
"14074","ALS2CL","FOXO3"
"14075","PMM2","FOXO3"
"14076","RNF213","FOXO3"
"14077","PHB","FOXO3"
"14078","C11orf48","FOXO3"
"14079","HSPA6","FOXO3"
"14080","PA2G4","FOXO3"
"14081","RRP9","FOXO3"
"14082","DDAH2","FOXO3"
"14083","DDX26B","FOXO3"
"14084","NLE1","FOXO3"
"14085","KCNQ5","FOXO3"
"14086","DDX28","FOXO3"
"14087","STMN3","FOXO3"
"14088","DDX10","FOXO3"
"14089","SORD","FOXO3"
"14090","UTP20","FOXO3"
"14091","TINF2","FOXO3"
"14092","TMEM97","FOXO3"
"14093","ZNF667","FOXO3"
"14094","TTLL12","FOXO3"
"14095","DAB2","FOXO3"
"14096","OR2A4","FOXO3"
"14097","PRR5","FOXO3"
"14098","MEG3","FOXO3"
"14099","FAM195A","FOXO3"
"14100","BID","FOXO3"
"14101","XPO5","FOXO3"
"14102","TRIOBP","FOXO3"
"14103","PLAU","FOXO3"
"14104","PLEKHG2","FOXO3"
"14105","KIAA1609","FOXO3"
"14106","FAM86B1","FOXO3"
"14107","MKNK1","FOXO3"
"14108","CDK2","FOXO3"
"14109","PLEC","FOXO3"
"14110","COL1A1","FOXO3"
"14111","MAP3K6","FOXO3"
"14112","UBIAD1","FOXO3"
"14113","ERBB3","FOXO3"
"14114","FARSA","FOXO3"
"14115","DTX2P1UPK3BP1PMS2P11","FOXO3"
"14116","AGPAT5","FOXO3"
"14117","PLD6","FOXO3"
"14118","ARNTL","FOXO3"
"14119","SLC6A8","FOXO3"
"14120","FAM168A","FOXO3"
"14121","LOC730755","FOXO3"
"14122","SMTN","FOXO3"
"14123","ABCC3","FOXO3"
"14124","PHF1","FOXO3"
"14125","NDE1","FOXO3"
"14126","DHRS1","FOXO3"
"14127","KHNYN","FOXO3"
"14128","EPS8L1","FOXO3"
"14129","ANGEL1","FOXO3"
"14130","GPR110","FOXO3"
"14131","COL8A2","FOXO3"
"14132","SORL1","FOXO3"
"14133","ANAPC1","FOXO3"
"14134","SESTD1","FOXO3"
"14135","RPP40","FOXO3"
"14136","FGFBP1","FOXO3"
"14137","NUFIP1","FOXO3"
"14138","ERCC1","FOXO3"
"14139","ALG3","FOXO3"
"14140","MTMR11","FOXO3"
"14141","CCNG2","FOXO3"
"14142","NLRP1","FOXO3"
"14143","ABL2","FOXO3"
"14144","SRM","FOXO3"
"14145","SCFD2","FOXO3"
"14146","GNL3","FOXO3"
"14147","GPATCH4","FOXO3"
"14148","ALDH1B1","FOXO3"
"14149","PAICS","FOXO3"
"14150","NOL6","FOXO3"
"14151","VMP1","FOXO3"
"14152","NTF4","FOXO3"
"14153","NCL","FOXO3"
"14154","SLC12A8","FOXO3"
"14155","HS6ST2","FOXO3"
"14156","GPRC5A","FOXO3"
"14157","NIT1","FOXO3"
"14158","FAM193B","FOXO3"
"14159","DUOX1","FOXO3"
"14160","BOP1","FOXO3"
"14161","MST1R","FOXO3"
"14162","WSB1","FOXO3"
"14163","GOLGA2","FOXO3"
"14164","LTBP2","FOXO3"
"14165","AHNAK","FOXO3"
"14166","LINC00173","FOXO3"
"14167","GEMIN5","FOXO3"
"14168","PC","FOXO3"
"14169","MICAL1","FOXO3"
"14170","BEND3","FOXO3"
"14171","MIR21","FOXO3"
"14172","DUSP22","FOXO3"
"14173","CGN","FOXO3"
"14174","C10orf2","FOXO3"
"14175","SUPV3L1","FOXO3"
"14176","DIEXF","FOXO3"
"14177","FCHSD1","FOXO3"
"14178","VAMP1","FOXO3"
"14179","YPEL3","FOXO3"
"14180","CDCA8","FOXO3"
"14181","TAF4B","FOXO3"
"14182","CCDC78","FOXO3"
"14183","FAM100A","FOXO3"
"14184","NPM1","FOXO3"
"14185","TFB2M","FOXO3"
"14186","DKC1","FOXO3"
"14187","PDLIM7","FOXO3"
"14188","DUSP2","FOXO3"
"14189","ARNTL2","FOXO3"
"14190","PES1","FOXO3"
"14191","SSH3","FOXO3"
"14192","FARSB","FOXO3"
"14193","C19orf48","FOXO3"
"14194","C20orf27","FOXO3"
"14195","WDR12","FOXO3"
"14196","SERPINB1","FOXO3"
"14197","MON1A","FOXO3"
"14198","SMURF1","FOXO3"
"14199","PCYOX1L","FOXO3"
"14200","NRP1","FOXO3"
"14201","SLC6A15","FOXO3"
"14202","MRTO4","FOXO3"
"14203","FAM86C1","FOXO3"
"14204","ATIC","FOXO3"
"14205","SLITRK6","FOXO3"
"14206","B7H6","FOXO3"
"14207","CCDC86","FOXO3"
"14208","SLC29A2","FOXO3"
"14209","SNHG1","FOXO3"
"14210","LAMC2","FOXO3"
"14211","DDX18","FOXO3"
"14212","EXOSC5","FOXO3"
"14213","ECE2","FOXO3"
"14214","NOP16","FOXO3"
"14215","WDR74","FOXO3"
"14216","UTP14A","FOXO3"
"14217","NOP2","FOXO3"
"14218","METTL1","FOXO3"
"14219","RCL1","FOXO3"
"14220","PDP1","FOXO3"
"14221","BAX","FOXO3"
"14222","TK1","FOXO3"
"14223","TAF9","FOXO3"
"14224","RUVBL2","FOXO3"
"14225","HMGA1","FOXO3"
"14226","KAT5","FOXO3"
"14227","ENO1","FOXO3"
"14228","CDC25A","FOXO3"
"14229","E2F3","FOXO3"
"14230","PRDX3","FOXO3"
"14231","ODC1","FOXO3"
"14232","PTMA","FOXO3"
"14233","SNAI1","FOXO3"
"14234","KAT2A","FOXO3"
"14235","SERPINI1","FOXO3"
"14236","HSP90AA1","FOXO3"
"14237","MMP9","FOXO3"
"14238","LIN28B","FOXO3"
"14239","NME1","FOXO3"
"14240","TERT","FOXO3"
"14241","RPL11","FOXO3"
"14242","PIM1","FOXO3"
"14243","TAF10","FOXO3"
"14244","RUVBL1","FOXO3"
"14245","BMI1","FOXO3"
"14246","SLC2A1","FOXO3"
"14247","TAF12","FOXO3"
"14248","BIRC5","FOXO3"
"14249","BCAT1","FOXO3"
"14250","KIR3DL1","FOXO3"
"14251","SUPT7L","FOXO3"
"14252","LDHA","FOXO3"
"14253","TRRAP","FOXO3"
"14254","IREB2","FOXO3"
"14255","TP53","FOXO3"
"14256","CAD","FOXO3"
"14257","MTDH","FOXO3"
"14258","FOSL1","FOXO3"
"14259","GPAM","FOXO3"
"14260","GAPDH","FOXO3"
"14261","HSPA4","FOXO3"
"14262","SUPT3H","FOXO3"
"14263","POLR3D","FOXO3"
"14264","SHMT1","FOXO3"
"14265","CREBBP","FOXO3"
"14266","CCND2","FOXO3"
"14267","PEG10","FOXO3"
"14268","EIF4G1","FOXO3"
"14269","NBN","FOXO3"
"14270","MYCT1","FOXO3"
"14271","PDCD10","FOXO3"
"14272","MINA","FOXO3"
"14273","NDUFAF2","FOXO3"
"14274","PMAIP1","FOXO3"
"14275","HUWE1","FOXO3"
"14276","ACTL6A","FOXO3"
"14277","RCC1","FOXO3"
"14278","NME2","FOXO3"
"14279","CCNB1","FOXO3"
"14280","CDCA7","FOXO3"
"14281","UBTF","FOXO3"
"14282","TFRC","FOXO3"
"14283","EIF4A1","FOXO3"
"14284","EIF4E","FOXO3"
"14285","MTA1","FOXO3"
"14286","EIF2S1","FOXO3"
"14287","NDUFAF4","FOXO3"
"14288","NOC4L","FOXO3"
"14289","WDR43","FOXO3"
"14290","TBRG4","FOXO3"
"14291","NIP7","FOXO3"
"14292","BYSL","FOXO3"
"14293","PLK4","FOXO3"
"14294","PPAN","FOXO3"
"14295","RRP12","FOXO3"
"14296","PPRC1","FOXO3"
"14297","MCM5","FOXO3"
"14298","CBX3","FOXO3"
"14299","PLK1","FOXO3"
"14300","MCM4","FOXO3"
"14301","PRMT3","FOXO3"
"14302","LAS1L","FOXO3"
"14303","PUS1","FOXO3"
"14304","HSPE1","FOXO3"
"14305","DCTPP1","FOXO3"
"14306","GRWD1","FOXO3"
"14307","UNG","FOXO3"
"14308","MPHOSPH10","FOXO3"
"14309","ATP2B4","TSC2"
"14310","EMP1","TSC2"
"14311","PTRH2","TSC2"
"14312","TUBA1A","TSC2"
"14313","NGFR","TSC2"
"14314","ADAMTS15","TSC2"
"14315","DGKA","TSC2"
"14316","C12orf66","TSC2"
"14317","LSG1","TSC2"
"14318","CIRH1A","TSC2"
"14319","ZBED2","TSC2"
"14320","UBE2D4","TSC2"
"14321","RABEPK","TSC2"
"14322","BCS1L","TSC2"
"14323","ACSS2","TSC2"
"14324","CDK4","TSC2"
"14325","RHBDF1","TSC2"
"14326","HK2","TSC2"
"14327","RUNX1","TSC2"
"14328","PFKM","TSC2"
"14329","AIMP2","TSC2"
"14330","LOC646762","TSC2"
"14331","ERVMER341","TSC2"
"14332","SFXN4","TSC2"
"14333","SLC19A1","TSC2"
"14334","MYBBP1A","TSC2"
"14335","HIST1H2AC","TSC2"
"14336","TGM1","TSC2"
"14337","ADAM8","TSC2"
"14338","NOLC1","TSC2"
"14339","FGD6","TSC2"
"14340","CCDC137","TSC2"
"14341","FGF11","TSC2"
"14342","CYTH2","TSC2"
"14343","HSPD1","TSC2"
"14344","PNPT1","TSC2"
"14345","FLJ10661","TSC2"
"14346","DCAF4","TSC2"
"14347","DHODH","TSC2"
"14348","TGM2","TSC2"
"14349","COL5A1","TSC2"
"14350","IRF9","TSC2"
"14351","IPO4","TSC2"
"14352","TNFAIP2","TSC2"
"14353","TRMT1","TSC2"
"14354","MCOLN2","TSC2"
"14355","TCOF1","TSC2"
"14356","GPD1L","TSC2"
"14357","IMP4","TSC2"
"14358","PCOLCE2","TSC2"
"14359","FLAD1","TSC2"
"14360","NOP56","TSC2"
"14361","NFKB2","TSC2"
"14362","OSBP2","TSC2"
"14363","AKAP12","TSC2"
"14364","C1orf51","TSC2"
"14365","SPTAN1","TSC2"
"14366","ALS2CL","TSC2"
"14367","PMM2","TSC2"
"14368","RNF213","TSC2"
"14369","PHB","TSC2"
"14370","C11orf48","TSC2"
"14371","HSPA6","TSC2"
"14372","PA2G4","TSC2"
"14373","RRP9","TSC2"
"14374","DDAH2","TSC2"
"14375","DDX26B","TSC2"
"14376","NLE1","TSC2"
"14377","KCNQ5","TSC2"
"14378","DDX28","TSC2"
"14379","STMN3","TSC2"
"14380","DDX10","TSC2"
"14381","SORD","TSC2"
"14382","UTP20","TSC2"
"14383","TINF2","TSC2"
"14384","TMEM97","TSC2"
"14385","ZNF667","TSC2"
"14386","TTLL12","TSC2"
"14387","DAB2","TSC2"
"14388","OR2A4","TSC2"
"14389","PRR5","TSC2"
"14390","MEG3","TSC2"
"14391","FAM195A","TSC2"
"14392","BID","TSC2"
"14393","XPO5","TSC2"
"14394","TRIOBP","TSC2"
"14395","PLAU","TSC2"
"14396","PLEKHG2","TSC2"
"14397","KIAA1609","TSC2"
"14398","FAM86B1","TSC2"
"14399","MKNK1","TSC2"
"14400","CDK2","TSC2"
"14401","PLEC","TSC2"
"14402","COL1A1","TSC2"
"14403","MAP3K6","TSC2"
"14404","UBIAD1","TSC2"
"14405","ERBB3","TSC2"
"14406","FARSA","TSC2"
"14407","DTX2P1UPK3BP1PMS2P11","TSC2"
"14408","AGPAT5","TSC2"
"14409","PLD6","TSC2"
"14410","ARNTL","TSC2"
"14411","SLC6A8","TSC2"
"14412","FAM168A","TSC2"
"14413","LOC730755","TSC2"
"14414","SMTN","TSC2"
"14415","ABCC3","TSC2"
"14416","PHF1","TSC2"
"14417","NDE1","TSC2"
"14418","DHRS1","TSC2"
"14419","KHNYN","TSC2"
"14420","EPS8L1","TSC2"
"14421","ANGEL1","TSC2"
"14422","GPR110","TSC2"
"14423","COL8A2","TSC2"
"14424","SORL1","TSC2"
"14425","ANAPC1","TSC2"
"14426","SESTD1","TSC2"
"14427","RPP40","TSC2"
"14428","FGFBP1","TSC2"
"14429","NUFIP1","TSC2"
"14430","ERCC1","TSC2"
"14431","ALG3","TSC2"
"14432","MTMR11","TSC2"
"14433","CCNG2","TSC2"
"14434","NLRP1","TSC2"
"14435","ABL2","TSC2"
"14436","SRM","TSC2"
"14437","SCFD2","TSC2"
"14438","GNL3","TSC2"
"14439","GPATCH4","TSC2"
"14440","ALDH1B1","TSC2"
"14441","PAICS","TSC2"
"14442","NOL6","TSC2"
"14443","VMP1","TSC2"
"14444","NTF4","TSC2"
"14445","NCL","TSC2"
"14446","SLC12A8","TSC2"
"14447","HS6ST2","TSC2"
"14448","GPRC5A","TSC2"
"14449","NIT1","TSC2"
"14450","FAM193B","TSC2"
"14451","DUOX1","TSC2"
"14452","BOP1","TSC2"
"14453","MST1R","TSC2"
"14454","WSB1","TSC2"
"14455","GOLGA2","TSC2"
"14456","LTBP2","TSC2"
"14457","AHNAK","TSC2"
"14458","LINC00173","TSC2"
"14459","GEMIN5","TSC2"
"14460","PC","TSC2"
"14461","MICAL1","TSC2"
"14462","BEND3","TSC2"
"14463","MIR21","TSC2"
"14464","DUSP22","TSC2"
"14465","CGN","TSC2"
"14466","C10orf2","TSC2"
"14467","SUPV3L1","TSC2"
"14468","DIEXF","TSC2"
"14469","FCHSD1","TSC2"
"14470","VAMP1","TSC2"
"14471","YPEL3","TSC2"
"14472","CDCA8","TSC2"
"14473","TAF4B","TSC2"
"14474","CCDC78","TSC2"
"14475","FAM100A","TSC2"
"14476","NPM1","TSC2"
"14477","TFB2M","TSC2"
"14478","DKC1","TSC2"
"14479","PDLIM7","TSC2"
"14480","DUSP2","TSC2"
"14481","ARNTL2","TSC2"
"14482","PES1","TSC2"
"14483","SSH3","TSC2"
"14484","FARSB","TSC2"
"14485","C19orf48","TSC2"
"14486","C20orf27","TSC2"
"14487","WDR12","TSC2"
"14488","SERPINB1","TSC2"
"14489","MON1A","TSC2"
"14490","SMURF1","TSC2"
"14491","PCYOX1L","TSC2"
"14492","NRP1","TSC2"
"14493","SLC6A15","TSC2"
"14494","MRTO4","TSC2"
"14495","FAM86C1","TSC2"
"14496","ATIC","TSC2"
"14497","SLITRK6","TSC2"
"14498","B7H6","TSC2"
"14499","CCDC86","TSC2"
"14500","SLC29A2","TSC2"
"14501","SNHG1","TSC2"
"14502","LAMC2","TSC2"
"14503","DDX18","TSC2"
"14504","EXOSC5","TSC2"
"14505","ECE2","TSC2"
"14506","NOP16","TSC2"
"14507","WDR74","TSC2"
"14508","UTP14A","TSC2"
"14509","NOP2","TSC2"
"14510","METTL1","TSC2"
"14511","RCL1","TSC2"
"14512","PDP1","TSC2"
"14513","BAX","TSC2"
"14514","TK1","TSC2"
"14515","TAF9","TSC2"
"14516","RUVBL2","TSC2"
"14517","HMGA1","TSC2"
"14518","KAT5","TSC2"
"14519","ENO1","TSC2"
"14520","CDC25A","TSC2"
"14521","E2F3","TSC2"
"14522","PRDX3","TSC2"
"14523","ODC1","TSC2"
"14524","PTMA","TSC2"
"14525","SNAI1","TSC2"
"14526","KAT2A","TSC2"
"14527","SERPINI1","TSC2"
"14528","HSP90AA1","TSC2"
"14529","MMP9","TSC2"
"14530","LIN28B","TSC2"
"14531","NME1","TSC2"
"14532","TERT","TSC2"
"14533","RPL11","TSC2"
"14534","PIM1","TSC2"
"14535","TAF10","TSC2"
"14536","RUVBL1","TSC2"
"14537","BMI1","TSC2"
"14538","SLC2A1","TSC2"
"14539","TAF12","TSC2"
"14540","BIRC5","TSC2"
"14541","BCAT1","TSC2"
"14542","KIR3DL1","TSC2"
"14543","SUPT7L","TSC2"
"14544","LDHA","TSC2"
"14545","TRRAP","TSC2"
"14546","IREB2","TSC2"
"14547","TP53","TSC2"
"14548","CAD","TSC2"
"14549","MTDH","TSC2"
"14550","FOSL1","TSC2"
"14551","GPAM","TSC2"
"14552","GAPDH","TSC2"
"14553","HSPA4","TSC2"
"14554","SUPT3H","TSC2"
"14555","POLR3D","TSC2"
"14556","SHMT1","TSC2"
"14557","CREBBP","TSC2"
"14558","CCND2","TSC2"
"14559","PEG10","TSC2"
"14560","EIF4G1","TSC2"
"14561","NBN","TSC2"
"14562","MYCT1","TSC2"
"14563","PDCD10","TSC2"
"14564","MINA","TSC2"
"14565","NDUFAF2","TSC2"
"14566","PMAIP1","TSC2"
"14567","HUWE1","TSC2"
"14568","ACTL6A","TSC2"
"14569","RCC1","TSC2"
"14570","NME2","TSC2"
"14571","CCNB1","TSC2"
"14572","CDCA7","TSC2"
"14573","UBTF","TSC2"
"14574","TFRC","TSC2"
"14575","EIF4A1","TSC2"
"14576","EIF4E","TSC2"
"14577","MTA1","TSC2"
"14578","EIF2S1","TSC2"
"14579","NDUFAF4","TSC2"
"14580","NOC4L","TSC2"
"14581","WDR43","TSC2"
"14582","TBRG4","TSC2"
"14583","NIP7","TSC2"
"14584","BYSL","TSC2"
"14585","PLK4","TSC2"
"14586","PPAN","TSC2"
"14587","RRP12","TSC2"
"14588","PPRC1","TSC2"
"14589","MCM5","TSC2"
"14590","CBX3","TSC2"
"14591","PLK1","TSC2"
"14592","MCM4","TSC2"
"14593","PRMT3","TSC2"
"14594","LAS1L","TSC2"
"14595","PUS1","TSC2"
"14596","HSPE1","TSC2"
"14597","DCTPP1","TSC2"
"14598","GRWD1","TSC2"
"14599","UNG","TSC2"
"14600","MPHOSPH10","TSC2"
"14601","ATP2B4","BRCA1"
"14602","EMP1","BRCA1"
"14603","PTRH2","BRCA1"
"14604","TUBA1A","BRCA1"
"14605","NGFR","BRCA1"
"14606","ADAMTS15","BRCA1"
"14607","DGKA","BRCA1"
"14608","C12orf66","BRCA1"
"14609","LSG1","BRCA1"
"14610","CIRH1A","BRCA1"
"14611","ZBED2","BRCA1"
"14612","UBE2D4","BRCA1"
"14613","RABEPK","BRCA1"
"14614","BCS1L","BRCA1"
"14615","ACSS2","BRCA1"
"14616","CDK4","BRCA1"
"14617","RHBDF1","BRCA1"
"14618","HK2","BRCA1"
"14619","RUNX1","BRCA1"
"14620","PFKM","BRCA1"
"14621","AIMP2","BRCA1"
"14622","LOC646762","BRCA1"
"14623","ERVMER341","BRCA1"
"14624","SFXN4","BRCA1"
"14625","SLC19A1","BRCA1"
"14626","MYBBP1A","BRCA1"
"14627","HIST1H2AC","BRCA1"
"14628","TGM1","BRCA1"
"14629","ADAM8","BRCA1"
"14630","NOLC1","BRCA1"
"14631","FGD6","BRCA1"
"14632","CCDC137","BRCA1"
"14633","FGF11","BRCA1"
"14634","CYTH2","BRCA1"
"14635","HSPD1","BRCA1"
"14636","PNPT1","BRCA1"
"14637","FLJ10661","BRCA1"
"14638","DCAF4","BRCA1"
"14639","DHODH","BRCA1"
"14640","TGM2","BRCA1"
"14641","COL5A1","BRCA1"
"14642","IRF9","BRCA1"
"14643","IPO4","BRCA1"
"14644","TNFAIP2","BRCA1"
"14645","TRMT1","BRCA1"
"14646","MCOLN2","BRCA1"
"14647","TCOF1","BRCA1"
"14648","GPD1L","BRCA1"
"14649","IMP4","BRCA1"
"14650","PCOLCE2","BRCA1"
"14651","FLAD1","BRCA1"
"14652","NOP56","BRCA1"
"14653","NFKB2","BRCA1"
"14654","OSBP2","BRCA1"
"14655","AKAP12","BRCA1"
"14656","C1orf51","BRCA1"
"14657","SPTAN1","BRCA1"
"14658","ALS2CL","BRCA1"
"14659","PMM2","BRCA1"
"14660","RNF213","BRCA1"
"14661","PHB","BRCA1"
"14662","C11orf48","BRCA1"
"14663","HSPA6","BRCA1"
"14664","PA2G4","BRCA1"
"14665","RRP9","BRCA1"
"14666","DDAH2","BRCA1"
"14667","DDX26B","BRCA1"
"14668","NLE1","BRCA1"
"14669","KCNQ5","BRCA1"
"14670","DDX28","BRCA1"
"14671","STMN3","BRCA1"
"14672","DDX10","BRCA1"
"14673","SORD","BRCA1"
"14674","UTP20","BRCA1"
"14675","TINF2","BRCA1"
"14676","TMEM97","BRCA1"
"14677","ZNF667","BRCA1"
"14678","TTLL12","BRCA1"
"14679","DAB2","BRCA1"
"14680","OR2A4","BRCA1"
"14681","PRR5","BRCA1"
"14682","MEG3","BRCA1"
"14683","FAM195A","BRCA1"
"14684","BID","BRCA1"
"14685","XPO5","BRCA1"
"14686","TRIOBP","BRCA1"
"14687","PLAU","BRCA1"
"14688","PLEKHG2","BRCA1"
"14689","KIAA1609","BRCA1"
"14690","FAM86B1","BRCA1"
"14691","MKNK1","BRCA1"
"14692","CDK2","BRCA1"
"14693","PLEC","BRCA1"
"14694","COL1A1","BRCA1"
"14695","MAP3K6","BRCA1"
"14696","UBIAD1","BRCA1"
"14697","ERBB3","BRCA1"
"14698","FARSA","BRCA1"
"14699","DTX2P1UPK3BP1PMS2P11","BRCA1"
"14700","AGPAT5","BRCA1"
"14701","PLD6","BRCA1"
"14702","ARNTL","BRCA1"
"14703","SLC6A8","BRCA1"
"14704","FAM168A","BRCA1"
"14705","LOC730755","BRCA1"
"14706","SMTN","BRCA1"
"14707","ABCC3","BRCA1"
"14708","PHF1","BRCA1"
"14709","NDE1","BRCA1"
"14710","DHRS1","BRCA1"
"14711","KHNYN","BRCA1"
"14712","EPS8L1","BRCA1"
"14713","ANGEL1","BRCA1"
"14714","GPR110","BRCA1"
"14715","COL8A2","BRCA1"
"14716","SORL1","BRCA1"
"14717","ANAPC1","BRCA1"
"14718","SESTD1","BRCA1"
"14719","RPP40","BRCA1"
"14720","FGFBP1","BRCA1"
"14721","NUFIP1","BRCA1"
"14722","ERCC1","BRCA1"
"14723","ALG3","BRCA1"
"14724","MTMR11","BRCA1"
"14725","CCNG2","BRCA1"
"14726","NLRP1","BRCA1"
"14727","ABL2","BRCA1"
"14728","SRM","BRCA1"
"14729","SCFD2","BRCA1"
"14730","GNL3","BRCA1"
"14731","GPATCH4","BRCA1"
"14732","ALDH1B1","BRCA1"
"14733","PAICS","BRCA1"
"14734","NOL6","BRCA1"
"14735","VMP1","BRCA1"
